-1.39125, 0.542152, -0.076363, 0, 0, 0, -0.00488035, -0.0114616, 3.14159, 0, 0, 0, 0, 0, 0
-1.3913, 0.542222, -0.0761635, -0.00380159, 0.00196181, -0.000603126, -0.00468158, -0.0117323, 3.1414, 0, 0, 0, 0, 0, 0
-1.39134, 0.542241, -0.0761697, -0.0046477, 0.00162933, -0.000581005, -0.00465406, -0.0117593, 3.14119, 0, 0, 0, 0, 0, 0
-1.39139, 0.542255, -0.0761784, -0.00529229, 0.00108332, -0.00106733, -0.00466626, -0.0118609, 3.14125, 0, 0, 0, 0, 0, 0
-1.39145, 0.542272, -0.0761873, -0.00575441, 0.00218484, -0.000633526, -0.00463832, -0.0118614, 3.14137, 0, 0, 0, 0, 0, 0
-1.39151, 0.542298, -0.0761954, -0.00618276, 0.0026826, -0.0009096, -0.00459586, -0.0118588, 3.14124, 0, 0, 0, 0, 0, 0
-1.39158, 0.542322, -0.076206, -0.00641565, 0.00203132, -0.00111243, -0.00455575, -0.0118919, 3.14114, 0, 0, 0, 0, 0, 0
-1.39165, 0.542345, -0.0762201, -0.00664669, 0.00233606, -0.00156924, -0.00453958, -0.0119196, 3.14128, 0, 0, 0, 0, 0, 0
-1.39172, 0.542375, -0.0762388, -0.00712715, 0.00326124, -0.00199193, -0.00449848, -0.0118902, 3.14127, 0, 0, 0, 0, 0, 0
-1.3918, 0.542408, -0.076261, -0.00753824, 0.00311887, -0.00223337, -0.00446835, -0.0119476, 3.14112, 0, 0, 0, 0, 0, 0
-1.39188, 0.542442, -0.0762867, -0.00765471, 0.00339477, -0.00266452, -0.00443465, -0.0120236, 3.14102, 0, 0, 0, 0, 0, 0
-1.39196, 0.542477, -0.0763151, -0.00833825, 0.00312003, -0.00274263, -0.00441155, -0.012011, 3.14102, 0, 0, 0, 0, 0, 0
-1.39205, 0.542511, -0.0763455, -0.00867537, 0.00334942, -0.00305477, -0.0043847, -0.0120791, 3.14106, 0, 0, 0, 0, 0, 0
-1.39214, 0.542544, -0.0763773, -0.00919381, 0.00310721, -0.00300035, -0.00435679, -0.0120857, 3.14101, 0, 0, 0, 0, 0, 0
-1.39139, 0.542331, -0.0762382, -0.00330885, 0.000840143, -0.00179188, -0.00399272, -0.0107852, 3.14116, 1.87247e-07, -5.31918e-08, -5.00157e-08, -6.37709e-09, -2.24243e-08, -2.58916e-11
-1.39137, 0.542308, -0.0763095, -0.00279297, 0.00079384, -0.00228399, -0.00387957, -0.0106997, 3.14115, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.3914, 0.542317, -0.0763355, -0.00313121, 0.000992431, -0.00291172, -0.00385946, -0.0107037, 3.14115, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39144, 0.542327, -0.0763679, -0.00319789, 0.000923721, -0.00325393, -0.00383707, -0.010666, 3.14111, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39147, 0.542334, -0.0764052, -0.00348391, 0.000472055, -0.00385464, -0.00380909, -0.0106974, 3.14115, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39151, 0.542337, -0.0764459, -0.00357474, 6.46762e-05, -0.00389651, -0.00376115, -0.0107162, 3.14118, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39155, 0.542336, -0.0764875, -0.00379874, -0.000190338, -0.00403402, -0.00373776, -0.0107152, 3.14116, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39159, 0.542336, -0.0765291, -0.00356807, 0.000169976, -0.00387791, -0.00369976, -0.0106565, 3.14114, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39163, 0.542341, -0.0765689, -0.00366293, 0.000750681, -0.00371743, -0.00365638, -0.0106073, 3.14111, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39167, 0.542352, -0.0766078, -0.00427222, 0.0012375, -0.00368836, -0.00361415, -0.0105821, 3.14108, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39172, 0.542365, -0.0766463, -0.00514773, 0.00127331, -0.0036434, -0.00360771, -0.0106074, 3.14107, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39177, 0.542375, -0.0766877, -0.00570078, 0.000707319, -0.00423514, -0.00359602, -0.0106599, 3.14106, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39183, 0.542383, -0.0767341, -0.00555563, 0.000802577, -0.00460828, -0.00356436, -0.0106663, 3.14104, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39189, 0.542391, -0.0767841, -0.00509731, 0.000735153, -0.00490761, -0.00354922, -0.0106402, 3.141, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39194, 0.542398, -0.076837, -0.00567255, 0.000481742, -0.00518504, -0.00350135, -0.0106645, 3.14094, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39201, 0.542403, -0.0768924, -0.00639459, 0.000500999, -0.00535914, -0.00348015, -0.0106646, 3.14092, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39208, 0.542408, -0.0769512, -0.00719674, 0.000414684, -0.00584358, -0.00347367, -0.0107161, 3.14091, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39216, 0.54241, -0.077013, -0.007634, 3.18981e-05, -0.00591609, -0.00346604, -0.0107519, 3.14088, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39224, 0.54241, -0.0770789, -0.00773902, -4.88201e-06, -0.00663784, -0.00342167, -0.010774, 3.14086, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39232, 0.542413, -0.0771508, -0.00774523, 0.000519116, -0.00706152, -0.00337206, -0.0107573, 3.14083, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.3924, 0.542423, -0.0772267, -0.0075017, 0.00134299, -0.00738823, -0.00333254, -0.0107922, 3.14077, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39248, 0.542435, -0.0773044, -0.00822875, 0.00101341, -0.00741223, -0.0033184, -0.0108585, 3.14073, 2.00662e-07, -6.30282e-08, -2.93891e-08, -8.24302e-09, -2.49609e-08, -2.28218e-11
-1.39155, 0.542197, -0.0765315, -0.00284057, -0.000773699, -0.00469838, -0.00288821, -0.00910399, 3.14141, 4.4828e-07, -1.21661e-07, -1.24105e-06, -4.35387e-08, -1.68349e-07, -3.3869e-10
