-0.1125,0.0479,-9.8148,0.0044,-0,-0.0017,-1.391254,0.542152,-0.076363,0,58
-0.032,0.0031,-9.8208,0.0043,-0.0059,-0.0042,-1.391296,0.542222,-0.076163,45727,59
-0.0343,0.0775,-9.8049,0.0024,-0.0025,-0.02,-1.391296,0.542222,-0.076163,56171,59
-0.0555,0.098,-9.853,-0.0011,-0.0097,0.0052,-1.391296,0.542222,-0.076163,66671,59
-0.0718,-0.0596,-9.7659,0.0028,-0.0001,0.0117,-1.391296,0.542222,-0.076163,77171,59
-0.0758,-0.0022,-9.8332,0.0039,0.0003,-0.0121,-1.391296,0.542222,-0.076163,87671,59
-0.0947,0.1068,-9.8255,0.0037,-0.0031,-0.0101,-1.391296,0.542222,-0.076163,98171,59
-0.0954,0.0157,-9.8501,0.0017,-0.0027,0.0134,-1.391296,0.542222,-0.076163,108671,59
-0.0713,-0.0438,-9.8474,0.0039,0.0028,-0.0012,-1.391296,0.542222,-0.076163,119171,59
-0.0783,0.0575,-9.8296,0.0027,-0.0054,-0.0142,-1.391296,0.542222,-0.076163,129671,59
-0.1073,0.0174,-9.8475,0.0031,-0.0072,-0.0092,-1.391296,0.542222,-0.076163,140171,59
-0.0528,0.0695,-9.8143,0.0022,0.0012,0,-1.391296,0.542222,-0.076163,150671,59
-0.0867,0.0213,-9.8364,0.0026,-0.0065,0.0035,-1.391296,0.542222,-0.076163,161171,59
-0.0691,0.0658,-9.8015,0.0026,-0.0006,-0.0048,-1.391296,0.542222,-0.076163,171671,59
-0.0459,0.0812,-9.795,0.0007,0.0036,-0.0005,-1.391306,0.542308,-0.076218,181717,60
-0.1211,0.0166,-9.821,0.0047,-0.0004,0.0011,-1.391334,0.542278,-0.076361,191769,61
-0.0719,0.0183,-9.8694,0.002,-0.0004,-0.0005,-1.391334,0.542278,-0.076361,201796,61
-0.0986,0.0443,-9.839,0.0021,0.0036,-0.003,-1.391334,0.542278,-0.076361,212296,61
-0.0783,0.0806,-9.8637,0.0027,-0.003,0.0033,-1.391334,0.542278,-0.076361,222796,61
-0.0965,0.0757,-9.8103,0.0046,-0.0018,0.0032,-1.391334,0.542278,-0.076361,233296,61
-0.0839,0.061,-9.8196,0.0022,0.0001,-0.0026,-1.391334,0.542278,-0.076361,243796,61
-0.1263,0.0019,-9.7914,0.0036,0.0056,-0.0018,-1.391334,0.542278,-0.076361,254296,61
-0.0948,-0.0195,-9.7914,0.0041,0.0047,-0.0029,-1.391334,0.542278,-0.076361,264796,61
-0.0457,-0.0109,-9.8044,0.004,0.0024,-0.0021,-1.391334,0.542278,-0.076361,275296,61
-0.0206,0.032,-9.803,0.0006,-0.0024,-0.0012,-1.391334,0.542278,-0.076361,285796,61
-0.0525,0.0894,-9.8631,0.0011,-0.005,-0.0013,-1.391334,0.542278,-0.076361,296296,61
-0.1188,0.026,-9.8418,0.003,-0.0006,-0.0014,-1.391334,0.542278,-0.076361,306796,61
-0.1483,0.0413,-9.8344,0.0014,0.0025,-0.004,-1.391334,0.542278,-0.076361,317296,61
-0.0501,0.0586,-9.8333,0.0045,-0.0023,-0.0055,-1.391334,0.542278,-0.076361,327796,61
-0.036,0.0324,-9.8237,0.002,0,-0.0018,-1.391334,0.542278,-0.076361,338296,61
-0.0292,0.0425,-9.8533,0.0006,-0.0049,-0.0016,-1.391334,0.542278,-0.076361,348796,61
-0.0639,0.0705,-9.8136,0.0007,-0.0034,-0.0025,-1.391334,0.542278,-0.076361,359296,61
-0.0964,0.0373,-9.8752,0.0042,-0.0021,-0.0024,-1.391334,0.542278,-0.076361,369796,61
-0.1053,-0.0167,-9.8469,0.0047,0.0016,-0.0023,-1.391334,0.542278,-0.076361,380296,61
-0.1293,-0.0457,-9.8375,0.0037,-0.0033,-0.0059,-1.391334,0.542278,-0.076361,390796,61
-0.0373,0.064,-9.8093,0.0013,-0.0063,-0.0044,-1.391334,0.542278,-0.076361,401296,61
-0.0212,0.0595,-9.832,0.0011,0.0015,-0.001,-1.391508,0.542186,-0.076366,411340,62
-0.0507,0.0704,-9.8125,0.0015,-0.005,0.0011,-1.391508,0.542186,-0.076366,421840,62
-0.0728,0.0712,-9.8657,0.002,-0.0031,-0.0064,-1.391508,0.542186,-0.076366,432340,62
