-0.0725,0.0421,-9.8262,-0.0004,0.0038,0.0025,-1.391254,0.542152,-0.076363,0,58
-0.0681,0.0155,-9.762,-0.0004,0.0037,-0.0005,-1.391296,0.542222,-0.076163,45727,59
-0.0075,0.0665,-9.7651,-0.0002,0.0034,-0.0159,-1.391296,0.542222,-0.076163,56171,59
-0.0606,0.0991,-9.7923,-0.0005,0.0046,0.0126,-1.391296,0.542222,-0.076163,66671,59
-0.0289,-0.0254,-9.7515,-0.0005,0.0048,0.0164,-1.391296,0.542222,-0.076163,77171,59
-0.0715,0.0337,-9.7903,0.0017,0.0037,-0.0093,-1.391296,0.542222,-0.076163,87671,59
-0.0354,0.0736,-9.7882,-0.0009,0.0045,-0.0035,-1.391296,0.542222,-0.076163,98171,59
-0.0283,0.0745,-9.7533,-0.0006,0.004,0.0159,-1.391296,0.542222,-0.076163,108671,59
-0.0927,-0.0187,-9.804,0.0009,0.0036,0.002,-1.391296,0.542222,-0.076163,119171,59
-0.0749,0.0505,-9.8342,0.0005,0.0043,-0.0077,-1.391296,0.542222,-0.076163,129671,59
-0.0634,0.0412,-9.7995,-0.0001,0.0034,-0.003,-1.391296,0.542222,-0.076163,140171,59
-0.0522,0.0308,-9.7784,-0.0023,0.0048,0.0093,-1.391296,0.542222,-0.076163,150671,59
-0.0576,0.0391,-9.7932,-0.0014,0.0046,0.0029,-1.391296,0.542222,-0.076163,161171,59
-0.0408,0.052,-9.7958,-0.0013,0.0027,-0.0005,-1.391296,0.542222,-0.076163,171671,59
-0.0593,0.0691,-9.7859,0,0.0057,0.0022,-1.391306,0.542308,-0.076218,181717,60
-0.101,0.0501,-9.764,-0,0.0033,0.0052,-1.391334,0.542278,-0.076361,191769,61
-0.0752,0.0234,-9.7955,-0.0001,0.0053,-0.0019,-1.391334,0.542278,-0.076361,201796,61
-0.046,0.0858,-9.8024,0.0008,0.005,0.0008,-1.391334,0.542278,-0.076361,212296,61
-0.0559,0.0373,-9.809,-0.0005,0.0036,0.005,-1.391334,0.542278,-0.076361,222796,61
-0.0814,0.0813,-9.7494,-0.0001,0.0056,0.0035,-1.391334,0.542278,-0.076361,233296,61
-0.1228,0.065,-9.8208,0.0007,0.0024,-0,-1.391334,0.542278,-0.076361,243796,61
-0.0989,0.0232,-9.7855,-0.0002,0.0054,0.0015,-1.391334,0.542278,-0.076361,254296,61
-0.0853,-0.0083,-9.796,-0.0006,0.0049,0.0018,-1.391334,0.542278,-0.076361,264796,61
-0.0404,0.0434,-9.8235,0.0008,0.005,0.0026,-1.391334,0.542278,-0.076361,275296,61
-0.0274,0.0244,-9.821,-0.0015,0.0033,0.0025,-1.391334,0.542278,-0.076361,285796,61
-0.0252,0.0822,-9.8136,-0.0003,0.0041,0.0031,-1.391334,0.542278,-0.076361,296296,61
-0.0623,0.0775,-9.8007,-0.0005,0.0044,0.0026,-1.391334,0.542278,-0.076361,306796,61
-0.1141,0.0528,-9.8096,-0.0001,0.0045,0.0004,-1.391334,0.542278,-0.076361,317296,61
-0.079,0.0081,-9.8002,0.0004,0.0037,0.0005,-1.391334,0.542278,-0.076361,327796,61
-0.0273,0.0415,-9.7978,-0.0001,0.0022,0.0022,-1.391334,0.542278,-0.076361,338296,61
-0.0233,0.0346,-9.7778,-0.0005,0.0038,0.0036,-1.391334,0.542278,-0.076361,348796,61
-0.046,0.0814,-9.7907,-0.0011,0.0027,0.002,-1.391334,0.542278,-0.076361,359296,61
-0.0962,0.0513,-9.8051,-0.0003,0.0054,0.001,-1.391334,0.542278,-0.076361,369796,61
-0.1075,0.0091,-9.8039,-0.0006,0.0047,0.0019,-1.391334,0.542278,-0.076361,380296,61
-0.0961,-0.0286,-9.7895,-0.0008,0.005,0.001,-1.391334,0.542278,-0.076361,390796,61
-0.0222,0.0349,-9.8057,-0.0005,0.0039,0.0027,-1.391334,0.542278,-0.076361,401296,61
-0.0342,0.0758,-9.792,0.0002,0.0032,0.0009,-1.391508,0.542186,-0.076366,411340,62
-0.0294,0.0793,-9.7768,-0.0023,0.0046,0.0036,-1.391508,0.542186,-0.076366,421840,62
-0.1289,0.073,-9.807,-0.0004,0.0034,0.0009,-1.391508,0.542186,-0.076366,432340,62
-0.1034,-0.005,-9.8152,-0.0006,0.0041,0.0015,-1.391508,0.542186,-0.076366,442840,62
-0.0919,0.0005,-9.7914,0.0013,0.004,0.0018,-1.391508,0.542186,-0.076366,453340,62
-0.0358,0.011,-9.7907,0,0.0037,0.0024,-1.391508,0.542186,-0.076366,463840,62
-0.0382,0.1017,-9.8012,-0,0.0046,0.0044,-1.391508,0.542186,-0.076366,474340,62
-0.0494,0.0751,-9.8314,-0.0017,0.0046,0.0027,-1.391508,0.542186,-0.076366,484840,62
-0.1218,0.028,-9.7496,-0.0018,0.0042,-0.0007,-1.391508,0.542186,-0.076366,495340,62
-0.1267,-0.0032,-9.778,-0.0001,0.0043,0.001,-1.391508,0.542186,-0.076366,505840,62
-0.053,-0.0032,-9.7923,-0.0008,0.0045,0.0019,-1.391238,0.542269,-0.076208,515888,63
-0.0162,0.0287,-9.7586,-0.0012,0.0042,0.0023,-1.391238,0.542269,-0.076208,525893,63
-0.0138,0.0837,-9.7505,-0.0007,0.0048,0.0043,-1.391238,0.542269,-0.076208,536393,63
-0.0538,0.0638,-9.8113,0.0005,0.0036,0.0014,-1.391238,0.542269,-0.076208,546893,63
-0.1208,0.0478,-9.7829,-0.001,0.0038,0.0003,-1.391238,0.542269,-0.076208,557393,63
-0.0715,0.002,-9.8014,-0.0002,0.0048,0.0032,-1.391238,0.542269,-0.076208,567893,63
-0.0482,0.0084,-9.8037,-0.0003,0.005,0.0026,-1.391238,0.542269,-0.076208,578393,63
-0.0027,0.0541,-9.8062,-0.0004,0.0038,0,-1.391238,0.542269,-0.076208,588893,63
-0.0384,0.1107,-9.8228,-0.0003,0.0037,0.0033,-1.391238,0.542269,-0.076208,599393,63
-0.1011,0.0695,-9.8173,0,0.0048,0.0019,-1.391238,0.542269,-0.076208,609893,63
-0.1383,0.0234,-9.8139,0.0003,0.0032,-0.0013,-1.391238,0.542269,-0.076208,620393,63
-0.0948,-0.0247,-9.8484,-0.0002,0.0045,0.001,-1.391238,0.542269,-0.076208,630893,63
-0.0201,0.0311,-9.7752,-0.0004,0.0036,0.006,-1.391515,0.542286,-0.076403,640937,64
-0.0274,0.036,-9.795,-0.0016,0.0032,0.0036,-1.391515,0.542286,-0.076403,651437,64
-0.0293,0.0894,-9.7856,-0.0002,0.0045,0.0001,-1.391515,0.542286,-0.076403,661937,64
-0.0976,0.0478,-9.7833,-0.0004,0.0039,0.0024,-1.391515,0.542286,-0.076403,672437,64
-0.1102,0.0422,-9.7657,0.0006,0.0039,0.0021,-1.391515,0.542286,-0.076403,682937,64
-0.0802,-0.0214,-9.7537,-0.0002,0.0053,0.0001,-1.391515,0.542286,-0.076403,693437,64
-0.0337,0.0716,-9.7849,-0.0002,0.0046,0.003,-1.391515,0.542286,-0.076403,703937,64
-0.0517,0.0749,-9.7543,-0.0005,0.004,0.0038,-1.391515,0.542286,-0.076403,714437,64
-0.0679,0.0966,-9.7501,-0.0003,0.0036,-0.0014,-1.391515,0.542286,-0.076403,724937,64
-0.1309,0.0286,-9.797,0,0.0045,-0.0002,-1.391515,0.542286,-0.076403,735437,64
