euler_madgwick0,euler_madgwick1,euler_madgwick2,euler_ekf0,euler_ekf1,euler_ekf2,euler_setpoint0,euler_setpoint1,euler_setpoint2,thrust_setpoint,Acc1,Acc2,Acc3,Gyro1,Gyro2,Gyro3,AccBMI1,AccBMI2,AccBMI3,GyroBMI1,GyroBMI2,GyroBMI3,Acc1Raw,Acc2Raw,Acc3Raw,Gyro1Raw,Gyro2Raw,Gyro3Raw,AccBMI1Raw,AccBMI2Raw,AccBMI3Raw,GyroBMI1Raw,GyroBMI2Raw,GyroBMI3Raw,u0,u1,u2,u3,w0,w1,w2,w3,positionNED_0,positionNED_1,positionNED_2,velocityNED_0,velocityNED_1,velocityNED_2,positionSetpointNED_0,positionSetpointNED_1,positionSetpointNED_2,velocitySetpointNED_0,velocitySetpointNED_1,velocitySetpointNED_2,mocapPositionNED_0,mocapPositionNED_1,mocapPositionNED_2,pScale_att,iScale_att,dScale_att,Kp_array,Ki_array,Kd_array,Kp_pos,Ki_pos,Kd_pos,Kp2_array,Ki2_array,Kd2_array,timeSinceBoot,mocapTime,quadTime,numMocapUpdates,throttle,roll,pitch,yaw,throttle_cut,boundary_sw,xSel,ySel,zSel,Kp_scale,Ki_scale,Kd_scale,scale_all,reset,position_toggle
-0.0043,-0.0091,-0.6913,0.0009,-0.0216,3.0944,0.0063,-0.0042,-3.1481,0.0000,-0.0883,0.0227,-9.8744,0.0022,0.0050,0.0033,-0.0916,0.0401,-9.8297,0.0016,-0.0014,-0.0020,-0.1168,0.0130,-9.8662,0.0025,0.0044,0.0048,-0.1187,0.0218,-9.8246,-0.0011,-0.0091,0.0123,0.0000,0.0081,0.0272,0.0062,0.0000,0.0000,0.0000,0.0000,-1.392319,0.542418,-0.080754,0.000282,-0.002342,-0.017858,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378093460,1349980969,378092201,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0017,-0.0089,-0.6912,0.0010,-0.0216,3.0946,0.0063,-0.0042,-3.1481,0.0000,-0.1015,0.0324,-9.8816,0.0014,0.0030,0.0020,-0.0928,0.0216,-9.8728,0.0019,0.0030,-0.0039,0.6638,-0.2719,-9.5741,0.0065,0.0025,-0.0069,-0.1959,-0.1614,-9.0651,0.0029,-0.0154,-0.0029,0.0000,0.0081,0.0274,0.0061,96.1666,140.4522,0.0000,0.0000,-1.392298,0.542323,-0.081635,0.000629,-0.001837,-0.020273,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378139176,1349980969,378138417,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0019,-0.0091,-0.6912,0.0010,-0.0216,3.0946,0.0063,-0.0042,-3.1481,0.0000,-0.0919,0.0519,-9.9507,0.0020,0.0018,-0.0117,-0.1126,0.0778,-9.8435,0.0011,-0.0012,-0.0189,-0.0378,-0.1522,-9.2078,0.0039,-0.0057,-0.0099,0.1327,-0.0626,-9.3380,0.0091,-0.0005,-0.0091,0.0000,0.0087,0.0281,0.0074,90.1913,146.5647,0.0000,32.3793,-1.392291,0.542307,-0.081818,0.000832,-0.001749,-0.020631,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378149612,1349980969,378147353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0024,-0.0085,-0.6913,0.0011,-0.0216,3.0945,0.0063,-0.0042,-3.1481,0.0000,-0.0795,0.1291,-9.8615,0.0007,0.0032,0.0077,-0.0868,0.1871,-9.8713,0.0017,-0.0038,-0.0017,0.3549,-0.1905,-9.4903,0.0052,-0.0044,0.0269,0.3680,-0.1021,-10.0581,0.0045,-0.0248,0.0133,0.0000,0.0080,0.0278,0.0070,90.9424,145.3390,0.0000,14.2255,-1.392283,0.542285,-0.082069,0.000486,-0.002155,-0.021166,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378160112,1349980969,378159353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0032,-0.0084,-0.6909,0.0011,-0.0216,3.0948,0.0063,-0.0042,-3.1481,0.0000,-0.0909,0.0914,-9.9174,0.0004,0.0033,0.0470,-0.0891,0.1016,-9.8530,0.0025,-0.0011,0.0416,0.3022,-0.1259,-9.7944,0.0001,0.0015,0.0413,0.1884,-0.1722,-9.7474,0.0085,0.0029,0.0581,0.0000,0.0085,0.0278,0.0017,125.0802,116.9789,0.0000,0.0000,-1.392280,0.542261,-0.082261,0.000237,-0.003035,-0.021559,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378170612,1349980969,378168353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0030,-0.0087,-0.6906,0.0010,-0.0216,3.0952,0.0063,-0.0042,-3.1481,0.0000,-0.1703,-0.0580,-9.8749,0.0019,0.0034,0.0050,-0.1259,-0.0913,-9.8540,0.0035,0.0010,0.0020,-0.1168,-0.1044,-9.6579,0.0036,0.0028,-0.0280,-0.0756,-0.0752,-9.6145,0.0123,0.0138,-0.0381,0.0000,0.0081,0.0278,0.0055,101.3435,138.0117,0.0000,0.0000,-1.392276,0.542225,-0.082524,0.000690,-0.002761,-0.022190,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378181112,1349980969,378180353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0023,-0.0091,-0.6909,0.0011,-0.0216,3.0950,0.0063,-0.0042,-3.1481,0.0000,-0.1222,0.0241,-9.9227,0.0014,0.0038,-0.0442,-0.0680,0.0605,-9.8669,0.0033,-0.0014,-0.0510,0.4100,0.1279,-9.6986,0.0097,-0.0041,-0.0277,0.1794,0.0541,-9.2231,0.0120,0.0051,-0.0210,0.0000,0.0082,0.0279,0.0109,54.9149,162.5983,0.0000,82.9125,-1.392267,0.542204,-0.082726,0.001264,-0.001766,-0.022681,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378191612,1349980969,378189353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0030,-0.0086,-0.6911,0.0011,-0.0216,3.0947,0.0063,-0.0042,-3.1481,0.0000,-0.0217,0.1145,-9.8729,0.0005,0.0040,0.0100,-0.0920,0.1887,-9.8447,0.0025,0.0021,0.0004,0.2184,0.2260,-9.3012,0.0007,0.0025,0.0357,0.5727,0.2444,-9.3129,0.0043,-0.0136,0.0269,0.0000,0.0079,0.0279,0.0065,94.7399,143.1912,0.0000,0.0000,-1.392254,0.542178,-0.083002,0.000628,-0.002723,-0.023126,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378202112,1349980969,378201353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0035,-0.0083,-0.6908,0.0011,-0.0216,3.0950,0.0063,-0.0042,-3.1481,0.0000,-0.1087,0.0275,-9.8681,0.0004,0.0045,0.0366,-0.0975,-0.0060,-9.8255,-0.0023,-0.0008,0.0332,0.1442,-0.1067,-9.7369,0.0081,-0.0001,0.0173,0.2117,-0.5026,-9.9683,-0.0045,0.0224,0.0056,0.0000,0.0085,0.0274,0.0025,120.1754,120.5266,0.0000,0.0000,-1.392250,0.542150,-0.083210,0.000320,-0.003336,-0.023203,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378212612,1349980969,378210353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
-0.0028,-0.0087,-0.6906,0.0011,-0.0216,3.0952,0.0063,-0.0042,-3.1481,0.0000,-0.1440,-0.0219,-9.8938,0.0012,0.0032,-0.0128,-0.0952,-0.0619,-9.8284,0.0017,0.0008,-0.0157,-0.0114,-0.0900,-9.7393,0.0055,-0.0012,-0.0312,-0.2174,0.1762,-9.9845,0.0048,-0.0091,-0.0314,0.0000,0.0081,0.0276,0.0064,94.5216,142.1897,0.0000,0.0000,-1.392243,0.542115,-0.083492,0.000916,-0.002497,-0.023894,-1.393128,0.556087,-0.200000,0.000000,0.000000,0.000000,-1.392311,0.542658,-0.077062,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,378223112,1349980969,378222353,3118,1000,1506,1504,1505,1000,1000,2008,1505,1505,1074,2008,1625,1256,1000,1000
