euler_madgwick0,euler_madgwick1,euler_madgwick2,euler_ekf0,euler_ekf1,euler_ekf2,euler_setpoint0,euler_setpoint1,euler_setpoint2,thrust_setpoint,Acc1,Acc2,Acc3,Gyro1,Gyro2,Gyro3,AccBMI1,AccBMI2,AccBMI3,GyroBMI1,GyroBMI2,GyroBMI3,Acc1Raw,Acc2Raw,Acc3Raw,Gyro1Raw,Gyro2Raw,Gyro3Raw,AccBMI1Raw,AccBMI2Raw,AccBMI3Raw,GyroBMI1Raw,GyroBMI2Raw,GyroBMI3Raw,u0,u1,u2,u3,w0,w1,w2,w3,positionNED_0,positionNED_1,positionNED_2,velocityNED_0,velocityNED_1,velocityNED_2,positionSetpointNED_0,positionSetpointNED_1,positionSetpointNED_2,velocitySetpointNED_0,velocitySetpointNED_1,velocitySetpointNED_2,mocapPositionNED_0,mocapPositionNED_1,mocapPositionNED_2,pScale_att,iScale_att,dScale_att,Kp_array,Ki_array,Kd_array,Kp_pos,Ki_pos,Kd_pos,Kp2_array,Ki2_array,Kd2_array,timeSinceBoot,mocapTime,quadTime,numMocapUpdates,throttle,roll,pitch,yaw,throttle_cut,boundary_sw,xSel,ySel,zSel,Kp_scale,Ki_scale,Kd_scale,scale_all,reset,position_toggle
-0.0051,0.0054,-0.5582,-0.0031,0.0074,2.9897,0.0063,-0.0136,3.1416,0.0000,0.0380,0.0429,-9.7900,-0.0010,0.0028,-0.0054,0.0333,0.0596,-9.8322,0.0014,-0.0007,-0.0007,0.1322,0.0608,-9.8135,-0.0017,0.0036,-0.0048,0.0663,0.1115,-9.8264,0.0189,-0.0096,-0.0008,0.0000,0.0157,-0.0362,0.0172,0.0000,0.0000,0.0000,0.0000,-0.897057,0.570364,-0.088708,0.002814,-0.008253,0.003328,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20186697,992044449,20184438,137,1000,1506,1513,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0030,0.0044,-0.5585,-0.0031,0.0074,2.9895,0.0063,-0.0084,3.1416,0.0000,0.0713,0.0295,-9.8070,-0.0014,0.0043,-0.0041,0.0541,0.0141,-9.8504,0.0036,-0.0028,-0.0025,-0.0138,0.0776,-9.8422,-0.0015,0.0052,-0.0008,-0.0469,0.0828,-9.7797,-0.0048,-0.0149,-0.0128,0.0000,0.0160,-0.0274,0.0172,0.0000,53.9187,0.0000,223.1686,-0.896903,0.569975,-0.088539,0.003730,-0.008612,0.003975,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20231576,992044449,20230317,137,1000,1506,1508,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0031,0.0044,-0.5585,-0.0031,0.0074,2.9894,0.0063,-0.0084,3.1416,0.0000,0.0390,0.0361,-9.8162,-0.0005,0.0037,-0.0144,0.0567,0.0073,-9.8059,0.0026,0.0018,-0.0131,0.0269,-0.0182,-9.4855,0.0020,-0.0020,-0.0197,-0.1295,-0.0608,-10.3149,0.0048,-0.0261,-0.0309,0.0000,0.0155,-0.0273,0.0174,0.0000,58.4402,0.0000,223.4974,-0.896869,0.569897,-0.088503,0.004003,-0.008616,0.003941,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20242010,992044449,20239251,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0038,0.0046,-0.5587,-0.0031,0.0074,2.9892,0.0063,-0.0063,3.1416,0.0000,0.1135,0.0757,-9.8077,-0.0003,0.0025,-0.0093,0.0646,0.0605,-9.7934,0.0048,0.0020,-0.0091,-0.1239,-0.0613,-9.6866,-0.0092,0.0105,0.0101,-0.0109,0.5820,-10.1568,-0.0037,-0.0115,0.0120,0.0000,0.0159,-0.0240,0.0186,0.0000,81.8251,0.0000,224.4275,-0.896819,0.569793,-0.088457,0.004074,-0.008878,0.003778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20252042,992044449,20251283,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0044,0.0052,-0.5586,-0.0031,0.0074,2.9893,0.0063,-0.0063,3.1416,0.0000,0.1021,0.1123,-9.8219,-0.0010,0.0039,0.0272,0.0601,0.1390,-9.8184,0.0030,-0.0011,0.0267,0.0700,0.2572,-10.0697,-0.0065,0.0087,0.0320,0.0340,0.2714,-10.0222,0.0045,0.0019,0.0445,0.0000,0.0159,-0.0241,0.0140,0.0000,17.3431,0.0000,206.5835,-0.896785,0.569709,-0.088424,0.003500,-0.009633,0.003604,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20262542,992044449,20260283,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0042,0.0054,-0.5583,-0.0031,0.0074,2.9896,0.0063,-0.0063,3.1416,0.0000,0.0311,-0.0771,-9.7626,-0.0009,0.0045,0.0134,0.0184,-0.1085,-9.7923,0.0023,-0.0033,0.0165,-0.1215,0.0992,-9.7345,-0.0044,0.0033,-0.0128,0.0860,0.0918,-9.5553,-0.0035,0.0016,0.0016,0.0000,0.0159,-0.0242,0.0152,0.0000,42.0662,0.0000,211.3413,-0.896744,0.569592,-0.088381,0.003585,-0.009494,0.003731,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20273042,992044449,20272283,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0034,0.0052,-0.5585,-0.0031,0.0074,2.9895,0.0063,-0.0063,3.1416,0.0000,0.0201,-0.0441,-9.8456,-0.0001,0.0044,-0.0465,0.0103,-0.0817,-9.8744,0.0039,0.0039,-0.0411,0.1298,0.1207,-9.4975,0.0001,0.0004,-0.0578,0.2117,-0.0590,-9.5104,0.0064,0.0115,-0.0554,0.0000,0.0156,-0.0243,0.0209,0.0000,98.8830,0.0000,232.8728,-0.896708,0.569511,-0.088346,0.004164,-0.008585,0.003974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20283542,992044449,20281294,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0032,0.0054,-0.5590,-0.0031,0.0074,2.9889,0.0063,-0.0063,3.1416,0.0000,0.0925,0.1822,-9.8048,-0.0006,0.0046,-0.0403,0.0751,0.1816,-9.8225,0.0021,-0.0013,-0.0423,0.3645,-0.0134,-9.3850,0.0041,-0.0004,-0.0045,0.1381,0.0074,-9.5714,0.0112,-0.0027,-0.0149,0.0000,0.0158,-0.0242,0.0217,0.0000,104.4519,0.0000,235.8262,-0.896656,0.569410,-0.088300,0.004248,-0.008684,0.003781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20294042,992044449,20293283,137,1000,1506,1506,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0040,0.0058,-0.5591,-0.0031,0.0075,2.9889,0.0063,-0.0052,3.1416,0.0000,0.1128,0.1522,-9.8404,-0.0006,0.0030,0.0324,0.0622,0.1755,-9.8496,0.0011,-0.0027,0.0318,0.0676,0.2117,-9.5430,-0.0055,0.0049,0.0464,-0.2031,0.1295,-9.8965,-0.0146,0.0051,0.0671,0.0000,0.0158,-0.0224,0.0146,0.0000,44.8656,0.0000,206.6190,-0.896622,0.569326,-0.088265,0.003533,-0.009975,0.003862,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20304542,992044449,20302283,137,1000,1506,1505,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
-0.0042,0.0057,-0.5586,-0.0031,0.0075,2.9893,0.0063,-0.0052,3.1416,0.0000,-0.0046,-0.0341,-9.8167,-0.0017,0.0050,0.0345,-0.0230,-0.0482,-9.8065,0.0027,-0.0043,0.0377,0.2089,-0.1163,-9.7944,0.0023,0.0041,0.0080,-0.1564,-0.1686,-9.8983,0.0021,0.0029,0.0035,0.0000,0.0159,-0.0222,0.0125,0.0000,0.0000,0.0000,197.5513,-0.896580,0.569201,-0.088219,0.003680,-0.010406,0.003699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.897662,0.569475,-0.090064,1.0000,1.0000,1.0000,1.660,4.810,0.340,5.000,3.000,8.000,1.500,0.060,0.110,20315042,992044449,20314283,137,1000,1506,1505,1505,1000,1000,2008,1505,1505,1105,2008,1625,1255,1000,1000
