time_us,x,y,z,qw,qx,qy,qz
38364290,0.334301,0.52425,-0.366652,-0.0998427,0.0184228,-0.000668204,0.9948321
38397721,0.331545,0.525126,-0.362721,-0.0976919,0.0232138,-0.00396312,0.994938
38430871,0.328059,0.525144,-0.358345,-0.105978,0.0242919,-0.00366659,0.994065
38463825,0.323743,0.525659,-0.354353,-0.099142,0.0236829,0.0000987063,0.994791
38497992,0.318539,0.525447,-0.350745,-0.0959424,0.0312205,0.00211464,0.9948951
38531747,0.311909,0.526314,-0.347691,-0.0932769,0.0394813,-0.000238093,0.994857
38564368,0.30406,0.525998,-0.344032,-0.096546,0.041108,-0.00265383,0.994476
38597373,0.295739,0.527036,-0.342088,-0.0974218,0.0387107,-0.00390518,0.994482
38630389,0.286907,0.527238,-0.340065,-0.101335,0.0376997,-0.00616598,0.9941191
38664748,0.277242,0.527768,-0.338061,-0.101213,0.028738,-0.0100452,0.994399
38697774,0.264802,0.52917,-0.336913,-0.100829,0.0256676,-0.0134002,0.994482
38731679,0.251261,0.529885,-0.336535,-0.0975788,0.0294226,-0.0111919,0.994731
38764008,0.237104,0.530324,-0.33645,-0.100672,0.036181,-0.00886628,0.994222
38797867,0.223732,0.530474,-0.336154,-0.0955893,0.0450141,-0.0150027,0.994289
38831523,0.207454,0.532153,-0.336322,-0.0905649,0.0373466,-0.00600922,0.995172
38863924,0.19226,0.533174,-0.33665,-0.0831208,0.028319,-0.00935686,0.9960931
38897511,0.173621,0.534534,-0.338313,-0.0834248,0.0261071,-0.0107723,0.996114
38931490,0.155624,0.535131,-0.337763,-0.0886049,0.0409242,-0.0264069,0.994875
38963824,0.136187,0.535938,-0.340385,-0.0891947,0.0383204,-0.0219533,0.995035
38997423,0.116978,0.53753,-0.342193,-0.0804919,0.0202446,-0.0153918,0.9964311
39030958,0.0935284,0.536603,-0.346903,-0.0948513,0.0409492,-0.00931317,0.994605
39063614,0.073572,0.539449,-0.349517,-0.097734,0.0453915,-0.0121024,0.994103
39097195,0.0495488,0.539472,-0.352285,-0.101044,0.0201015,-0.0238382,0.994393
39131019,0.0253848,0.540635,-0.355594,-0.1,0.00966337,-0.030518,0.9944721
39163848,0.00129248,0.543271,-0.358354,-0.0876435,0.0160136,-0.0115736,0.995956
39197932,-0.0246753,0.543729,-0.361969,-0.0993359,0.0067647,-0.00920808,0.994988
39231524,-0.0489169,0.546773,-0.365406,-0.0797405,0.0140611,-0.00655768,0.9966951
39264500,-0.0748942,0.547247,-0.36891,-0.0851267,0.00332586,0.00786184,0.996334
39296764,-0.0999406,0.549643,-0.374018,-0.0712771,0.0127002,0.00316149,0.997371
39330712,-0.124842,0.550773,-0.377541,-0.0681231,0.00574822,-0.00404961,0.997652
39364417,-0.152623,0.551115,-0.382382,-0.0621988,0.000709472,0.00350362,0.9980571
39397058,-0.179235,0.548748,-0.387398,-0.047426,-0.00322344,0.0142392,0.998768
39430947,-0.210669,0.550942,-0.392636,-0.0625665,0.0146619,0.0174039,0.997781
39464102,-0.246076,0.554428,-0.398737,-0.0577339,0.0544586,-0.00579255,0.996829
39497526,-0.277379,0.557788,-0.405469,-0.0826572,0.0449815,0.00644863,0.9955421
39530240,-0.308442,0.559438,-0.410241,-0.0960745,0.0339745,0.00974697,0.994746
39564302,-0.343674,0.553058,-0.418799,-0.15577,0.0611989,0.00796782,0.985864
39597611,-0.377463,0.561049,-0.420955,-0.0910894,0.0489893,0.0262528,0.994291
39631061,-0.410733,0.554174,-0.420921,-0.0460735,0.0983457,0.0534033,0.99265
39664577,-0.454888,0.55954,-0.429913,-0.10222,0.111356,0.0541771,0.987024
39697640,-0.489514,0.567933,-0.432369,-0.0948106,0.0725516,0.0114219,0.9927821
39730835,-0.528248,0.570985,-0.438153,-0.0875189,0.0542546,0.0148012,0.994574
39764365,-0.57136,0.573373,-0.441842,-0.0943129,0.0564799,0.0114642,0.993873
39797702,-0.604447,0.569337,-0.442315,-0.074136,0.0716568,-0.0104948,0.9946151
39831783,-0.646755,0.572933,-0.45067,-0.0642097,0.0454033,0.00213285,0.996901
39864550,-0.690791,0.58006,-0.458598,0.121213,0.00263045,-0.00379283,-0.992616
39896987,-0.730564,0.582668,-0.462344,-0.119202,0.00183526,0.0106155,0.992812
39930874,-0.773917,0.57827,-0.465229,0.163799,0.0201612,-0.0504817,-0.9849951
39963619,-0.812542,0.585802,-0.471884,0.116018,0.0190523,-0.0414007,-0.992201
39997113,-0.848688,0.584457,-0.479956,0.0625415,0.02899,-0.0151102,-0.997507
40030998,-0.892535,0.590307,-0.48457,0.107106,0.0595205,-0.0110808,-0.9924031
40063683,-0.931466,0.592732,-0.488727,0.1065,0.0643296,-0.0140739,-0.99213
40097149,-0.969598,0.594761,-0.493531,0.113675,0.0644509,-0.0201431,-0.991221
40131193,-1.0056,0.59545,-0.497823,0.111822,0.0661245,-0.0290502,-0.99111
40164728,-1.04072,0.596981,-0.502421,0.119528,0.082003,-0.019107,-0.989254
40197589,-1.07259,0.597527,-0.505863,0.111831,0.0893614,-0.0260429,-0.989358
40230354,-1.10186,0.596849,-0.508793,0.109713,0.106376,-0.0383941,-0.987509
40264384,-1.12848,0.597029,-0.511605,0.104272,0.114035,-0.0398152,-0.9871871
40296804,-1.14869,0.593288,-0.51512,0.0512379,0.105016,-0.0435768,-0.992193
40330275,-1.17303,0.592744,-0.516914,0.0588357,0.101304,-0.0570953,-0.991472
40363727,-1.18842,0.592539,-0.523493,0.0448216,0.117061,-0.0265967,-0.991756
40398781,-1.20296,0.585959,-0.524218,0.0346217,0.131968,-0.0429149,-0.9897191
40430867,-1.21618,0.580434,-0.525935,0.00820314,0.131153,-0.0423497,-0.990423
40464286,-1.23268,0.58128,-0.528347,0.0422772,0.109931,-0.0309736,-0.992557
40497837,-1.24558,0.577622,-0.529932,0.0719513,0.103728,-0.0271932,-0.991627
40531729,-1.25069,0.570776,-0.530431,0.066689,0.0959482,-0.0284753,-0.9927421
40564323,-1.25667,0.56777,-0.530137,0.0669962,0.0797805,-0.0335212,-0.993993
40597281,-1.26169,0.562613,-0.5314,0.083124,0.0748808,-0.0148317,-0.993611
40631362,-1.26089,0.554686,-0.532194,0.0881999,0.0524655,-0.00919396,-0.994678
40664582,-1.26157,0.551605,-0.532585,0.0815141,0.0536151,0.00332198,-0.9952241
40697662,-1.2592,0.544661,-0.531086,0.0885635,0.0321855,-0.0103341,-0.995497
40731164,-1.25439,0.537249,-0.528576,0.0944676,0.0493513,-0.0165926,-0.994165
40764311,-1.25009,0.527617,-0.528019,0.0924128,0.0501298,-0.0120559,-0.994385
40797632,-1.24568,0.522515,-0.52718,0.101382,0.0479357,-0.00652051,-0.9936711
40830268,-1.24086,0.516058,-0.525736,0.0938741,0.0255378,-0.004768,-0.995245
40864778,-1.23143,0.507819,-0.526761,0.0805937,0.00755422,0.00294828,-0.996714
40898083,-1.22561,0.502456,-0.524771,0.0882892,0.0131594,0.0128867,-0.9959251
40931484,-1.21434,0.495149,-0.522242,0.0771065,0.023216,0.0144292,-0.996648
40964772,-1.20624,0.488633,-0.522096,0.0751683,0.0295998,0.0288774,-0.996313
40997810,-1.19579,0.481321,-0.519966,0.0680161,0.0349849,0.0246856,-0.996765
41031970,-1.18224,0.472027,-0.51625,0.0536905,0.0332266,0.00475745,-0.9979931
41064211,-1.17865,0.471526,-0.514834,0.0860895,0.0239528,-0.0015489,-0.995998
41098220,-1.16736,0.463304,-0.511613,0.0647695,0.0129477,-0.0124659,-0.997738
41130965,-1.15656,0.458072,-0.509724,-0.0538224,0.00177617,0.0214286,0.998319
41164024,-1.14708,0.453153,-0.508834,0.0639095,0.00484526,-0.00991795,-0.9978951
41197730,-1.13619,0.448055,-0.505814,0.0540774,0.0112238,0.00183188,-0.998472
41230830,-1.12702,0.443186,-0.50502,0.0702828,0.014623,-0.00118453,-0.997419
41263587,-1.11554,0.434375,-0.503268,0.0816124,0.0108724,-0.013678,-0.996511
41297771,-1.10749,0.435438,-0.503258,0.0846407,0.0103172,0.00696377,-0.9963341
41331193,-1.09721,0.431052,-0.500933,0.0660903,0.0151149,0.00609523,-0.997681
41363952,-1.08854,0.427259,-0.499778,0.0677331,0.0114889,0.0162452,-0.997505
41396268,-1.07894,0.420572,-0.49776,0.0744391,-0.00844861,0.0283643,-0.996786
41430925,-1.06862,0.415995,-0.497213,-0.0956643,0.00961038,-0.0117877,0.9952971
41463850,-1.05469,0.407969,-0.494998,0.0972627,-0.0155044,0.0516047,-0.993799
41497456,-1.04932,0.409324,-0.490871,0.109548,-0.0120761,0.0754014,-0.991044
41531911,-1.04035,0.411999,-0.48962,0.0695564,-0.0156747,0.0534923,-0.9960191
41564232,-1.02855,0.413248,-0.485077,0.0812252,-0.0148809,0.117799,-0.989598
41597592,-1.02026,0.410987,-0.48356,0.0711356,-0.0247058,0.153288,-0.985308
41630822,-1.01479,0.408975,-0.478602,0.0759403,-0.0246302,0.103324,-0.991439
41664630,-1.00542,0.417895,-0.479063,-0.0806621,0.0203611,-0.06619,0.9943331
41697806,-0.998143,0.422996,-0.473751,0.0673919,-0.0294694,0.115419,-0.99059
41730761,-0.988786,0.433421,-0.467727,0.0659865,-0.0397328,0.147154,-0.98611
41763891,-0.978548,0.439323,-0.463764,0.0606669,-0.0245916,0.125686,-0.989908
41797363,-0.971523,0.45324,-0.461163,0.119895,-0.00398534,0.143848,-0.9823021
41830541,-0.961985,0.464604,-0.455886,0.154365,0.0208593,0.157487,-0.975159
41877954,-0.951442,0.47946,-0.446971,0.107992,0.0215017,0.119927,-0.986658
41897658,-0.940795,0.494209,-0.441366,0.106254,0.0205321,0.14158,-0.9839941
41931861,-0.930301,0.513675,-0.435413,0.105039,0.02224,0.151826,-0.982558
41964724,-0.918717,0.534035,-0.430481,0.116823,0.0474116,0.1031,-0.986648
41997114,-0.908198,0.557913,-0.425078,0.118697,0.0478726,0.0942869,-0.987284
42031706,-0.896154,0.583014,-0.419732,0.1033,0.0519135,0.0957078,-0.9886731
42063815,-0.88229,0.603909,-0.416104,0.052868,0.0484821,0.0906334,-0.993298
42097361,-0.873096,0.637556,-0.408668,0.094451,0.0537058,0.0736262,-0.99135
42130688,-0.859953,0.66638,-0.403398,0.090707,0.0495365,0.0671557,-0.992375
42163880,-0.849042,0.696648,-0.398144,0.0967091,0.047858,0.0639113,-0.9921051
42197555,-0.83743,0.72833,-0.392679,0.0951276,0.0362601,0.0546521,-0.993302
42231104,-0.825302,0.759328,-0.386847,0.102823,0.0268654,0.0582533,-0.992629
42263739,-0.814566,0.790631,-0.382549,0.099502,0.0239271,0.047273,-0.993626
42297849,-0.803116,0.820928,-0.378346,0.102627,0.0221592,0.0224505,-0.994221
42330489,-0.789997,0.849021,-0.374264,0.121002,0.0256936,0.0165824,-0.992181
42364050,-0.77679,0.875208,-0.366816,0.0521508,0.00377363,0.0369517,-0.997948
42397910,-0.768727,0.904826,-0.364074,0.15066,-0.000487191,0.0330562,-0.9880331
42430525,-0.756314,0.938135,-0.360251,0.119865,0.010752,-0.0312523,-0.99224
42463753,-0.741238,0.961443,-0.354123,-0.0642296,-0.00865372,0.059601,0.996116
42497166,-0.728401,0.984996,-0.350972,0.0500065,0.0213047,-0.0553395,-0.996987
42530950,-0.725076,1.01634,-0.34836,0.0895201,0.0243861,-0.0776065,-0.9926571
42564767,-0.713259,1.03489,-0.345415,-0.0775423,-0.0166098,0.1023,0.991588
42597232,-0.706201,1.0557,-0.344406,-0.086865,-0.0220236,0.086107,0.992248
42631949,-0.697243,1.07256,-0.34241,-0.0951611,-0.00417233,0.0871269,0.9916331
42665173,-0.689414,1.08507,-0.339319,-0.0819743,0.00373479,0.0893063,0.992618
42696850,-0.686637,1.09835,-0.339679,-0.114065,-0.00871084,0.0771778,0.990433
42730435,-0.681077,1.10622,-0.337396,-0.105051,-0.00211318,0.0808628,0.991172
42764378,-0.675056,1.10605,-0.333906,-0.0930857,0.00681983,0.0802724,0.9923941
42797329,-0.670915,1.11287,-0.33211,-0.0948931,-0.000623258,0.0663833,0.993271
42830720,-0.664487,1.11236,-0.329052,-0.0800209,0.00517481,0.0558319,0.995215
42864669,-0.66026,1.1125,-0.324811,-0.0915365,-0.00205423,0.0779753,0.9927421
42896670,-0.657832,1.10482,-0.317765,-0.0692578,0.0384173,0.0974415,0.992085
42930497,-0.655597,1.09699,-0.315582,-0.0662219,0.0258378,0.0856061,0.99379
42965491,-0.652132,1.09191,-0.311417,-0.0705056,0.00992555,0.0874255,0.9936231
42997479,-0.652716,1.08143,-0.309234,-0.0694601,0.00429844,0.0567135,0.995962
43031377,-0.654641,1.06832,-0.30471,-0.0850802,0.0256737,0.0664884,0.993822
43064178,-0.654361,1.05498,-0.303638,-0.0878531,0.0123614,0.0543744,0.994572
43097823,-0.658061,1.03832,-0.301473,-0.094198,0.00028365,0.0374186,0.994851
43130387,-0.65654,1.01668,-0.297732,-0.0666687,-0.00121522,0.0512878,0.996455
43164559,-0.655453,0.995905,-0.293428,-0.0439643,-0.0111324,0.072355,0.996347
43197739,-0.663965,0.983279,-0.293449,-0.100133,-0.00960939,0.0379738,0.994203
43230643,-0.667378,0.962164,-0.29166,0.113166,0.0156111,-0.0103671,-0.9933991
43264356,-0.669639,0.940358,-0.288728,0.0913033,0.012975,-0.0133129,-0.99565
43297716,-0.672034,0.915157,-0.283436,-0.0788772,0.0168323,0.0491346,0.99553
43330543,-0.675846,0.890037,-0.280699,-0.0700766,0.0330041,0.0402079,0.996184
43363817,-0.679624,0.866568,-0.283477,-0.0855942,0.0417248,0.0349657,0.9948421
43397550,-0.681165,0.845424,-0.280893,-0.0689241,0.0352422,0.0243675,0.996701
43431084,-0.684872,0.82738,-0.283871,0.0868451,0.00196253,0.0319581,-0.995707
43464133,-0.690367,0.805776,-0.282761,0.0880411,-0.00052491,0.0431994,-0.995181
43497191,-0.694501,0.781425,-0.282429,-0.0745029,0.0463634,-0.0161763,0.996011
43531473,-0.697304,0.760275,-0.281075,-0.088359,0.0588656,-0.0178112,0.994188
43563986,-0.699205,0.742417,-0.283027,-0.0898181,0.0443534,-0.0135116,0.994878
43597673,-0.701728,0.724002,-0.280302,-0.072059,0.0281546,-0.0395287,0.9962191
43630810,-0.704186,0.708013,-0.285856,-0.0855189,0.0195674,-0.0434967,0.995194
43664232,-0.707946,0.693484,-0.29031,0.087361,0.0028632,0.0354982,-0.99554
43697633,-0.710214,0.677461,-0.293242,0.105993,0.0191371,0.0477835,-0.993034
43731645,-0.71064,0.658314,-0.292506,0.0800613,0.0323822,0.0160354,-0.9961351
43764543,-0.710949,0.638762,-0.293463,0.0567972,0.0286079,-0.0215338,-0.997743
43797352,-0.715492,0.62682,-0.302096,0.0793912,0.0126747,0.0254232,-0.996439
43831511,-0.713015,0.610836,-0.30579,0.0501672,0.00572893,0.0131482,-0.998638
43864088,-0.715254,0.59465,-0.306989,-0.043194,0.0139172,0.0123188,0.9988941
43898493,-0.717381,0.586389,-0.313416,-0.065203,0.00217041,0.0067888,0.997847
43930928,-0.719472,0.572677,-0.320007,-0.0897026,0.00869322,0.0257956,0.995597
43963650,-0.721559,0.56377,-0.325856,-0.108384,0.0114215,0.0164153,0.993908
43997547,-0.720474,0.552996,-0.329056,-0.0737544,0.0183487,-0.0043589,0.9970981
44031580,-0.722545,0.545362,-0.33457,-0.0814746,0.0112569,0.00064767,0.996612
44064285,-0.719053,0.528351,-0.337,-0.100264,0.00838238,-0.0184276,0.994755
44097661,-0.719095,0.51963,-0.343841,-0.0953337,0.00921091,-0.01097,0.9953421
44131016,-0.716536,0.506227,-0.352342,-0.112606,0.0173424,0.0124265,0.993411
44164587,-0.717627,0.499974,-0.358263,-0.0920221,0.0102133,0.012219,0.99563
44196620,-0.718251,0.496598,-0.362216,-0.0879835,0.0217248,-0.026014,0.995545
44231007,-0.716505,0.487964,-0.369349,-0.0761382,0.0175773,-0.0125533,0.9968631
44263895,-0.71375,0.480503,-0.374254,0.0914653,-0.00186333,0.02513,-0.995489
44298026,-0.709647,0.469311,-0.378329,0.0626543,-0.013353,0.0471454,-0.996832
44331336,-0.713337,0.472155,-0.387525,0.0802197,-0.000430357,0.0706431,-0.9942711
44364172,-0.710444,0.467807,-0.395924,0.116955,0.0175301,0.0837017,-0.989448
44397128,-0.707298,0.462023,-0.401608,0.105788,0.0128136,0.100005,-0.989264
44431057,-0.704905,0.460801,-0.407339,0.1196,0.0145287,0.108304,-0.98679
44465507,-0.702299,0.46107,-0.410789,0.0907427,0.00521627,0.0727439,-0.99321
44497503,-0.699622,0.458555,-0.416056,0.104217,0.0271218,0.0535339,-0.992742
44530951,-0.700521,0.460255,-0.418839,0.101917,0.00534833,0.045093,-0.993756
44564107,-0.697893,0.460531,-0.423765,0.103365,0.0120996,0.0507405,-0.993275
44598153,-0.692093,0.45855,-0.427734,0.0779152,-0.00347422,0.0304219,-0.996491
44631582,-0.68857,0.457775,-0.433291,-0.0899314,0.00881321,-0.0129196,0.995825
44664311,-0.683574,0.458062,-0.43929,0.0731649,-0.00683453,0.0254823,-0.996971
44697978,-0.684994,0.458996,-0.439286,0.109172,0.0066766,-0.000559604,-0.994
44731711,-0.679716,0.458175,-0.445803,-0.0728995,0.0156009,-0.00918278,0.9971751
44764246,-0.674283,0.459466,-0.448384,-0.0562268,0.0127546,-0.0201049,0.998134
44797081,-0.67083,0.456273,-0.449211,-0.0568517,0.0279529,-0.0691486,0.995593
44831501,-0.670098,0.464,-0.457977,0.0608844,-0.0199912,0.0723757,-0.995317
44864595,-0.66879,0.463932,-0.465388,-0.0850871,0.0643219,-0.114096,0.9877271
44898317,-0.661691,0.455981,-0.464438,0.115809,-0.0216001,0.073234,-0.990333
44931563,-0.659348,0.463951,-0.469727,0.0855954,-0.000239304,0.0283864,-0.995925
44964693,-0.656223,0.465141,-0.474864,0.0734124,0.00924989,0.0206851,-0.9970441
44997025,-0.653453,0.463751,-0.475077,-0.0662057,0.0114876,0.0124651,0.997662
45031560,-0.64808,0.459949,-0.479538,0.0656215,0.0151055,0.024105,-0.997439
45064458,-0.646113,0.462073,-0.485463,0.0662501,0.0219859,0.035191,-0.99694
45097498,-0.645452,0.460759,-0.489518,0.0735558,0.0157873,0.0579265,-0.9954821
45131153,-0.642097,0.460286,-0.490504,0.0616965,0.0190092,0.0507902,-0.996621
45163833,-0.64087,0.460295,-0.49198,0.0634105,0.0240793,0.0447249,-0.996694
45197064,-0.639393,0.457628,-0.493999,0.0607623,0.0211708,0.0410868,-0.997082
45231365,-0.637139,0.454595,-0.496739,0.0646789,0.0195467,0.0483752,-0.9965411
45264218,-0.635212,0.452397,-0.498997,0.0649472,0.0242819,0.0437855,-0.996632
45297750,-0.633846,0.450825,-0.501107,0.0670662,0.0281766,0.0395077,-0.996568
45331067,-0.631762,0.446294,-0.502974,0.0583615,0.0250604,0.0377405,-0.997267
45364389,-0.630402,0.442577,-0.505019,0.0832266,0.0287281,0.047528,-0.9949821
45398852,-0.62983,0.442156,-0.506994,0.0716516,0.0263476,0.0480501,-0.995923
45431087,-0.628619,0.439122,-0.508547,0.0693015,0.0251191,0.0516685,-0.99594
45464862,-0.62626,0.432961,-0.508922,0.0876023,0.0336109,0.0589176,-0.9938431
45498381,-0.625578,0.430692,-0.510716,0.0698358,0.0220289,0.0586743,-0.995588
45530837,-0.625371,0.429052,-0.512307,0.068028,0.0241997,0.0559714,-0.995818
45564164,-0.62443,0.426447,-0.513099,0.0746277,0.0241444,0.0623727,-0.994966
45597927,-0.623271,0.424401,-0.513743,0.0687019,0.0258141,0.0617319,-0.9953911
45631190,-0.620958,0.420173,-0.51278,0.067227,0.0283191,0.0750524,-0.994508
45663597,-0.619961,0.418293,-0.517193,0.0854189,0.00665503,0.0524387,-0.994942
45698563,-0.618778,0.412819,-0.518259,0.0923489,-0.00752929,0.0609592,-0.993831
45731565,-0.618319,0.411771,-0.520306,-0.100457,0.0253699,-0.0487668,0.993422
45763688,-0.617281,0.409952,-0.520972,-0.102874,0.0394624,-0.0486973,0.992718
45797548,-0.616615,0.414285,-0.520627,-0.0957327,0.0330005,-0.0369211,0.994175
45831836,-0.613919,0.411008,-0.519353,-0.0943727,0.024843,-0.0507303,0.9939331
45865510,-0.613012,0.411571,-0.518636,-0.0993544,0.0302449,-0.0522924,0.993217
45896995,-0.611265,0.413005,-0.516792,0.093442,-0.0167748,0.0604358,-0.993647
45931436,-0.610644,0.417421,-0.510313,0.0694786,0.0168284,0.087959,-0.993556
45963770,-0.610746,0.421586,-0.51151,0.0615479,0.011564,0.0608877,-0.9961781
45997566,-0.606932,0.420158,-0.508126,0.0745953,0.0179623,0.07817,-0.993983
46031154,-0.606494,0.423309,-0.508012,0.0686086,0.00134522,0.0837875,-0.994118
46064374,-0.606178,0.426037,-0.507228,0.0659101,-0.0186329,0.0874915,-0.9938081
46097570,-0.604921,0.431449,-0.504289,0.0640828,0.00377393,0.0645366,-0.995848
46130852,-0.600581,0.426369,-0.501292,0.0929079,0.00228151,0.0822413,-0.99227
46164685,-0.599148,0.434703,-0.49842,0.0662119,0.0043775,0.0727934,-0.9951371
46197768,-0.596823,0.43717,-0.496596,0.0670527,-0.000308967,0.0750856,-0.99492
46231023,-0.59499,0.442098,-0.496703,0.0730534,-0.00682304,0.0428698,-0.996383
46264396,-0.591416,0.442806,-0.491311,0.0787235,0.00618487,0.0527459,-0.995481
46297275,-0.589939,0.448587,-0.489183,0.0629941,-0.00128611,0.0501518,-0.9967521
46331511,-0.586258,0.449297,-0.485571,0.0566718,-0.00911337,0.0508925,-0.997053
46365252,-0.583,0.452021,-0.48224,0.0828499,0.013171,0.0425194,-0.995567
46397549,-0.581583,0.460366,-0.479938,0.0653692,0.00200438,0.043458,-0.9969121
46431202,-0.578075,0.45735,-0.474454,0.049253,-0.0105169,0.0355361,-0.998099
46464089,-0.572604,0.459068,-0.471409,0.0606966,-0.00848316,0.0374849,-0.997416
46497940,-0.571387,0.467137,-0.46841,0.0709172,0.0020854,0.058921,-0.9957381
46531655,-0.569382,0.471409,-0.465991,0.0639951,0.000491933,0.0438105,-0.996988
46564009,-0.566439,0.473651,-0.462883,0.05996,-0.00154878,0.0210411,-0.997978
46598173,-0.562184,0.475886,-0.458304,-0.0596905,0.0130647,-0.0209347,0.9979121
46631238,-0.558412,0.476685,-0.452743,-0.0413933,0.0238613,-0.0135835,0.998766
46664248,-0.557023,0.479653,-0.449337,-0.0495484,0.0249578,-0.00339264,0.998454
46697735,-0.55398,0.483346,-0.446624,0.0537351,-0.00260651,0.0166664,-0.998413
46731115,-0.551759,0.487526,-0.442843,0.0617455,-0.00389946,0.016331,-0.9979511
46764925,-0.547171,0.486354,-0.437595,-0.0531938,0.00648586,-0.0149448,0.998451
46797629,-0.546799,0.489407,-0.433713,-0.0586327,0.020524,-0.017961,0.997907
46831313,-0.543796,0.49142,-0.42953,-0.0577378,0.0137946,-0.00875753,0.9981981
46864287,-0.540723,0.491924,-0.426117,-0.0606654,0.0139321,-0.0156013,0.997939
46897284,-0.538585,0.493767,-0.421096,0.0563767,-0.00424615,0.0204914,-0.99819
46931200,-0.536576,0.494611,-0.416914,-0.0477753,0.00868459,-0.00961322,0.998774
46964225,-0.535031,0.496078,-0.413612,-0.0540127,0.0151628,-0.00963772,0.9983791
46998572,-0.533105,0.494121,-0.408337,0.0693375,0.00246253,0.0176095,-0.997435
47030380,-0.530952,0.494533,-0.404793,0.0585522,0.00164896,0.0143178,-0.99818
47064143,-0.528294,0.491904,-0.40161,0.0761972,0.00475893,0.0126001,-0.997002
47098838,-0.5271,0.492917,-0.397874,-0.0510555,0.00794544,-0.00964612,0.9986181
47131497,-0.524732,0.489539,-0.393828,-0.0398701,0.00614242,-0.00946102,0.999141
47165130,-0.523583,0.488263,-0.391298,-0.0583675,0.00533347,-0.0124702,0.998203
47197994,-0.522906,0.487128,-0.389283,-0.0510969,0.0139683,-0.0141616,0.998496
47230905,-0.521768,0.484605,-0.385666,-0.0472309,0.0095829,-0.0209547,0.9986181
47263872,-0.518565,0.481521,-0.382701,0.04716,-0.0038207,0.0249607,-0.998568
47297993,-0.515957,0.476602,-0.380433,-0.0323816,0.0130862,-0.0237374,0.999108
47330995,-0.513187,0.472826,-0.37941,0.0812024,-0.0050777,0.0237885,-0.9964011
47363979,-0.51315,0.473338,-0.378915,-0.0578408,0.0248479,-0.0200874,0.997814
47397870,-0.511946,0.468906,-0.37728,-0.0644248,0.0309124,-0.0216883,0.997208
47431201,-0.509956,0.465139,-0.374359,-0.0419111,0.0348907,-0.021657,0.9982771
47463756,-0.509536,0.463458,-0.372198,-0.0603027,0.0197069,-0.0283727,0.997582
47498808,-0.507129,0.4599,-0.370618,-0.0565368,0.0111874,-0.0246715,0.998033
47531242,-0.505636,0.456201,-0.369394,-0.0609925,0.0155676,-0.0278823,0.9976271
47564934,-0.504997,0.45325,-0.367664,-0.0638011,0.0175768,-0.0321979,0.997288
47598508,-0.50364,0.448731,-0.365761,-0.0547522,0.0193456,-0.0415252,0.997449
47631204,-0.503875,0.448777,-0.365727,-0.0594933,0.0188053,-0.0319543,0.99754
47664550,-0.502078,0.443822,-0.365111,-0.0496693,0.0253106,-0.0400635,0.9976411
47697434,-0.500536,0.440779,-0.364493,-0.0521875,0.0240115,-0.0393868,0.997571
47732243,-0.498984,0.437578,-0.363931,-0.0513397,0.0146913,-0.0377891,0.997858
47764115,-0.497632,0.434398,-0.363579,-0.0470609,0.0104593,-0.0304948,0.998372
47798816,-0.498244,0.434726,-0.364717,-0.0459461,0.01893,-0.0187562,0.9985881
47831484,-0.496883,0.432352,-0.364617,-0.0451933,0.0203037,-0.0162496,0.99864
47864435,-0.497221,0.430319,-0.36474,-0.0497307,0.0188555,-0.0188046,0.998408
47898063,-0.495718,0.4291,-0.363942,-0.0460076,0.00863712,-0.0148394,0.998794
47988072,-0.495552,0.427584,-0.366015,-0.0411198,0.0293918,-0.0316654,0.998221
47988419,-0.495707,0.424884,-0.365727,-0.0533186,0.0161841,-0.0194569,0.998257
47997483,-0.494455,0.422676,-0.365597,-0.0510406,0.0166078,-0.00832879,0.998524
48030877,-0.494658,0.420153,-0.366388,-0.0475528,0.0207155,-0.00555002,0.998639
48063790,-0.495003,0.418213,-0.367645,-0.0445172,0.0201424,-0.00312731,0.998801
48097599,-0.49427,0.41625,-0.368535,-0.0462656,0.0191092,-0.00713251,0.9987211
48130959,-0.49158,0.411407,-0.369154,-0.0420411,0.00920125,-0.00122653,0.999073
48165282,-0.493581,0.411879,-0.370499,-0.0494472,0.014042,-0.00482701,0.998666
48197341,-0.493996,0.40947,-0.371959,-0.0501397,0.0154923,-0.00867527,0.998584
48231232,-0.492918,0.406339,-0.373299,-0.0424929,0.0190166,-0.0125872,0.9988371
48264666,-0.494198,0.405216,-0.37463,-0.0433841,0.0169275,-0.0115188,0.998849
48298145,-0.493255,0.402462,-0.376731,-0.039134,0.0120505,-0.015664,0.999039
48332385,-0.493403,0.402145,-0.379576,-0.0347396,0.0169245,-0.0151911,0.9991381
48364000,-0.492849,0.399635,-0.382456,-0.0135141,0.0408101,-0.0231571,0.998807
48398218,-0.495182,0.399541,-0.383457,-0.0429504,0.0295177,-0.0210364,0.99842
48431240,-0.495967,0.397746,-0.385582,-0.0368304,0.0377999,-0.0223781,0.998356
48464213,-0.495077,0.396509,-0.388,-0.0437742,0.0316485,-0.0201332,0.9983371
48498009,-0.494649,0.395635,-0.390953,-0.0304236,0.0443127,-0.0348203,0.997947
48530694,-0.493162,0.394863,-0.392251,-0.0354532,0.0282122,-0.0243406,0.998676
48564759,-0.493887,0.396992,-0.394924,-0.0497419,0.0248673,-0.0221079,0.9982081
48598348,-0.492288,0.394944,-0.396171,-0.0278692,0.032871,-0.0031279,0.999066
