time_us,x,y,z,qw,qx,qy,qz
112591483,-1.57108,0.550002,-0.70673,0.00160079,0.058896,-0.0697335,0.995824
112623842,-1.63413,0.541968,-0.683685,-0.0870724,-0.0182214,0.0900875,-0.991953
112657647,-1.69758,0.537423,-0.658912,-0.115009,-0.0246149,0.123763,-0.9853171
112691887,-1.76432,0.525892,-0.634606,-0.0451858,0.0509819,-0.0801686,0.994451
112724176,-1.82243,0.51359,-0.610019,-0.0357167,0.0702928,-0.0830622,0.99342
112757719,-1.8892,0.513033,-0.584205,0.13776,0.0706167,-0.114416,0.9812971
112791625,-1.93984,0.501961,-0.563735,-0.221701,-0.0378736,0.156366,-0.961751
112825746,-1.99822,0.502695,-0.538015,-0.106901,0.0675709,0.0811547,-0.988646
112857606,-2.06299,0.491886,-0.509061,-0.229508,0.101962,0.154984,-0.955463
112891822,-2.11559,0.502732,-0.489408,-0.0805412,0.078098,0.1374,-0.9841421
112924085,-2.15758,0.478036,-0.467186,-0.075803,0.0524528,0.138512,-0.986061
112957949,-2.20938,0.477554,-0.442111,0.00750841,0.141035,-0.0547217,-0.988463
112990875,-2.26478,0.441331,-0.410418,-0.0323685,0.134422,0.0583228,-0.988677
113024318,-2.31643,0.447499,-0.383361,-0.24027,0.115234,0.150761,-0.9519781
113058153,-2.33668,0.447012,-0.380234,-0.224113,-0.0481347,0.218724,-0.948481
113091727,-2.37688,0.444803,-0.348824,-0.154969,0.0250658,0.0199046,-0.987401
113124011,-2.4199,0.430867,-0.315299,-0.00944764,0.0726373,0.0292346,-0.996885
113158207,-2.45592,0.397549,-0.277845,0.0180354,0.0804154,0.118119,-0.9895741
113191395,-2.49048,0.410426,-0.261728,-0.0332993,0.0392898,0.074557,-0.995886
113224611,-2.51468,0.405549,-0.240065,-0.0702887,0.00791577,0.0754321,-0.994639
113258149,-2.54502,0.401532,-0.215428,0.00461529,0.0346807,0.0595692,-0.997611
113291632,-2.55918,0.393459,-0.192098,0.0381582,0.0877534,0.0759635,-0.9925081
113324167,-2.5787,0.384393,-0.170671,0.0492671,0.0718795,0.0876431,-0.992333
113358474,-2.59517,0.370898,-0.147859,0.0667374,0.102307,0.052616,-0.991116
113391539,-2.61385,0.368126,-0.128643,0.0281029,0.117202,0.0317557,-0.992202
113424638,-2.63263,0.36106,-0.110731,0.0139349,0.0708507,0.0519072,-0.9960381
113457485,-2.64583,0.346443,-0.0926755,0.011939,0.073777,0.060506,-0.995366
113491063,-2.6563,0.338799,-0.0823076,0.0252932,0.0992562,0.0276613,-0.994356
113524474,-2.66947,0.333731,-0.0707324,0.0405872,0.0825641,0.0475731,-0.994622
113557932,-2.68057,0.326012,-0.0680669,0.0285007,0.0920662,0.0089446,-0.9953051
113590764,-2.69014,0.314537,-0.0635083,0.0290254,0.084621,0.0204437,-0.995781
113624190,-2.7019,0.312396,-0.0638838,0.0312647,0.0633342,0.0474581,-0.996373
113657769,-2.71063,0.303517,-0.0684314,0.0313174,0.0583738,0.04051,-0.996981
113691535,-2.71491,0.292857,-0.0707529,0.0431907,0.077026,0.0477061,-0.994951
113723893,-2.72515,0.284194,-0.0821035,0.0458808,0.0567599,0.0364135,-0.996668
113757706,-2.73675,0.27793,-0.0984834,0.0139889,0.0137338,0.00604093,-0.99979
113791527,-2.74464,0.271163,-0.11269,0.0190656,0.013535,0.0113748,-0.999662
113824442,-2.75314,0.261803,-0.127907,0.0153996,0.0158208,0.0341939,-0.9991711
113857302,-2.76194,0.259662,-0.14935,0.0179246,0.00410658,0.0121103,-0.999758
113891130,-2.76969,0.255344,-0.168173,0.0187045,0.000597487,0.0194528,-0.999636
113924645,-2.77437,0.248044,-0.185735,0.00588151,0.00674089,-0.0116482,0.9998921
113958088,-2.7831,0.246081,-0.209145,0.0166515,0.00585013,0.0338894,-0.99927
113991209,-2.78855,0.242604,-0.231488,0.0129213,0.0168659,0.0327842,-0.999237
114025434,-2.79603,0.24087,-0.253508,-0.00626914,-0.00204985,0.0366411,-0.9993071
114057582,-2.80293,0.242367,-0.277341,0.0169707,-0.00154002,0.0162464,-0.999723
114090994,-2.81144,0.244506,-0.302125,0.0187714,-0.0122376,0.0438331,-0.998788
114124247,-2.81665,0.247351,-0.325323,0.029913,0.00884566,0.0580176,-0.997828
114157843,-2.8213,0.249498,-0.349145,0.0316561,0.0215284,0.0554235,-0.9977291
114191080,-2.82707,0.254274,-0.372447,0.0326978,0.0385086,0.0544603,-0.997237
114224784,-2.83614,0.260754,-0.398829,0.0426197,0.0134504,0.0491313,-0.997792
114257706,-2.84271,0.268324,-0.422692,0.0307572,0.00711876,0.0405459,-0.998679
114291035,-2.85028,0.28009,-0.447672,0.0301734,-0.00109431,0.0548603,-0.9980371
114324446,-2.85561,0.292781,-0.471533,0.0288459,-0.000371185,0.0659569,-0.997405
114357308,-2.86363,0.30827,-0.49686,0.040718,-0.00252107,0.0706763,-0.996665
114391170,-2.87091,0.320065,-0.520566,0.0267937,0.0163774,0.0685425,-0.9971541
114424176,-2.87691,0.331876,-0.539929,-0.00664874,0.00968781,0.103629,-0.994547
114458215,-2.88255,0.346002,-0.557356,-0.0280434,-0.00973229,0.168889,-0.985188
114491041,-2.8804,0.36717,-0.567158,-0.00489014,0.0420018,0.286091,-0.957269
114524313,-2.88704,0.400351,-0.603901,0.0315351,0.0432083,0.14003,-0.9887011
114558679,-2.88855,0.403817,-0.609218,-0.0480491,0.0575864,-0.0785017,0.994089
114590758,-2.90992,0.423103,-0.643136,0.0758573,0.0378334,-0.0255664,0.996073
114623580,-2.91423,0.455785,-0.657216,0.078776,0.0973105,0.0415579,0.991261
114658027,-2.92769,0.492821,-0.675184,-0.0642906,0.0810144,0.0357202,0.9939961
114691441,-2.93924,0.511608,-0.690949,-0.0405249,0.00356354,0.00490226,0.99916
114723835,-2.9405,0.532084,-0.693559,0.00571436,0.0295017,0.0295186,0.999112
114757222,-2.9504,0.564062,-0.703054,-0.0373275,0.00836393,-0.000530248,0.999268
114791421,-2.95969,0.592876,-0.709272,-0.0446316,0.0199673,0.00717829,0.9987781
114824629,-2.97122,0.616176,-0.713139,-0.0462611,0.0206532,0.0427404,0.997801
114857425,-2.97607,0.638456,-0.715813,-0.0129787,0.017281,0.0697279,0.997332
114891533,-2.97798,0.664796,-0.716408,-0.0223023,0.0084996,0.0514411,0.9983911
114924257,-2.98559,0.686562,-0.718159,0.0148688,0.0539122,-0.0296019,-0.997996
114957406,-2.99555,0.711984,-0.717709,0.00151157,0.02644,-0.0650749,-0.997529
114991197,-3.00481,0.73594,-0.716215,-0.00969672,-0.0217316,0.0774126,0.996715
115024215,-3.0099,0.762084,-0.714794,0.0225298,0.0321362,-0.0517859,-0.9978871
115056577,-3.01978,0.783128,-0.710948,0.0309637,0.0267174,-0.0419026,-0.998284
115090711,-3.02891,0.803336,-0.709338,-0.0419853,-0.00754947,0.0503294,0.997821
115123564,-3.03901,0.815704,-0.705851,0.00862916,-0.00159067,0.0527194,0.998571
115158683,-3.04946,0.840853,-0.70187,-0.0370372,-0.00736268,0.0569002,0.9976661
115190824,-3.058,0.856047,-0.698346,-0.0361312,-0.00496022,0.0693845,0.996923
115223628,-3.06745,0.870967,-0.692987,-0.0325531,-0.0140539,0.0798853,0.996173
115257033,-3.08075,0.884017,-0.689644,-0.0303283,0.00527264,0.0987392,0.994637
115290951,-3.09023,0.895542,-0.683836,-0.0353233,0.00725222,0.0994186,0.9943921
115324204,-3.0977,0.906776,-0.673986,-0.027508,-0.00558082,0.0809071,0.996326
115357899,-3.10843,0.915722,-0.667321,-0.0421943,-0.0026221,0.0797461,0.995918
115391530,-3.11904,0.920917,-0.658895,-0.0301453,-0.0047123,0.102233,0.9942921
115424155,-3.12831,0.927359,-0.649717,-0.0389507,-0.00885321,0.101544,0.994029
115457528,-3.13949,0.931991,-0.639245,-0.0456517,-0.013742,0.0959517,0.994244
115490705,-3.15038,0.933824,-0.629535,-0.0435092,-0.00226485,0.0952519,0.994499
115524312,-3.15967,0.935217,-0.617932,-0.0465354,-0.00918313,0.0765888,0.9959341
115557018,-3.1715,0.934031,-0.607882,-0.0439086,0.00158238,0.0623922,0.997084
115591038,-3.18135,0.934337,-0.595826,0.0335005,0.0111845,-0.02822,-0.998978
115623345,-3.1905,0.933969,-0.583294,0.0357565,0.00768404,-0.0133221,-0.999242
115656695,-3.20006,0.933489,-0.569634,-0.0316519,0.00319439,-0.00312358,0.9994891
115690523,-3.20751,0.925073,-0.55342,0.000611727,0.03017,-0.0457251,0.998498
115723943,-3.2188,0.931076,-0.542493,0.0452496,-0.00259882,0.0421695,-0.998082
115757167,-3.22494,0.930241,-0.526622,0.0705702,0.00716187,0.0574416,-0.9958261
115790455,-3.23508,0.925867,-0.511946,0.0277875,0.016656,0.0452681,-0.998449
115824990,-3.24191,0.932452,-0.495931,0.056206,0.00873189,0.0691476,-0.995984
115857587,-3.24853,0.935104,-0.478142,0.0726322,0.00828237,0.0953633,-0.9927551
115891540,-3.25726,0.938724,-0.462695,0.0664938,0.0027088,0.0938011,-0.993364
115923726,-3.2613,0.944719,-0.444453,0.0669271,0.00906045,0.104756,-0.992202
115957563,-3.26634,0.953364,-0.42527,0.0698201,0.0244827,0.11447,-0.990668
115990297,-3.2685,0.957675,-0.40256,0.0572353,0.0185644,0.157163,-0.9857381
116023377,-3.27635,0.962615,-0.383039,-0.025708,-0.0152344,0.116714,-0.992716
116056876,-3.28097,0.987623,-0.369402,0.0566656,0.0437156,0.123803,-0.989723
116090816,-3.28483,1.00285,-0.350902,0.0590908,0.032458,0.110271,-0.9916121
116122873,-3.28609,1.01814,-0.329612,0.0639642,0.029911,0.135989,-0.988191
116156830,-3.28882,1.03778,-0.310475,0.0529532,0.0340223,0.133421,-0.989059
116190480,-3.29028,1.05633,-0.294229,0.0357546,0.0567295,0.119729,-0.990539
116224967,-3.29358,1.08285,-0.275193,0.0474534,0.0321486,0.112037,-0.992051
116257174,-3.29764,1.10827,-0.261651,0.0564168,0.029357,0.101793,-0.992771
116290152,-3.29693,1.13497,-0.245025,0.042357,0.0407612,0.0634262,-0.996254
116324709,-3.29363,1.16384,-0.225063,0.0652397,0.0248326,0.102816,-0.992248
116357902,-3.29312,1.19485,-0.20927,0.0529553,0.0338255,0.0971277,-0.9932861
116390948,-3.29227,1.2198,-0.195866,-0.00211653,0.0363276,0.0721976,-0.996726
116423388,-3.29418,1.25733,-0.187961,0.0239992,0.0618012,0.0877761,-0.993932
116457196,-3.29024,1.29523,-0.172718,0.0374905,0.0547782,0.10227,-0.99254
116490287,-3.28492,1.33463,-0.161814,0.0644828,0.0325594,0.0712893,-0.9948371
116523514,-3.2817,1.37247,-0.150763,0.0742116,0.0234809,0.0676572,-0.994668
116556726,-3.2777,1.41271,-0.142586,0.0737692,0.0267696,0.0634156,-0.994897
116590214,-3.2751,1.45065,-0.136845,0.0638379,0.0178034,0.0331986,-0.997249
116623871,-3.27084,1.49039,-0.131412,0.0570276,0.0207723,0.0218391,-0.9979181
116657621,-3.26887,1.52967,-0.129179,0.0663817,0.0194823,0.00949121,-0.997559
116690609,-3.26588,1.56812,-0.127527,0.0632447,0.0238293,-0.00276527,-0.99771
116722905,-3.26595,1.60449,-0.129471,-0.0565819,-0.00700282,0.0332578,0.997819
116757115,-3.26527,1.64153,-0.131294,-0.0608475,-0.0098028,0.04688,0.9969971
116790865,-3.26421,1.67651,-0.134601,-0.0631062,-0.0125654,0.0656349,0.995767
116823766,-3.26228,1.71025,-0.139691,0.0625922,0.022031,-0.0704204,-0.995308
116857096,-3.26186,1.74163,-0.145954,-0.0552407,-0.0146305,0.0852858,0.994716
116890279,-3.26602,1.76897,-0.157361,-0.0376747,-0.0194839,0.120511,0.9918051
116923492,-3.26765,1.79347,-0.164178,-0.039941,-0.00934297,0.144061,0.988718
116956903,-3.26862,1.81881,-0.171771,-0.0581586,0.00811562,0.131931,0.989518
116990284,-3.27049,1.83278,-0.183583,-0.0414762,0.0196361,0.178427,0.9828821
117023287,-3.27342,1.84876,-0.192411,-0.0547029,-0.0248033,0.149739,0.986899
117056385,-3.27782,1.86048,-0.203443,0.0589711,0.0592884,-0.123705,-0.988789
117090691,-3.28703,1.87124,-0.21348,-0.0607443,-0.0332583,0.134882,0.9884391
117123954,-3.28804,1.87722,-0.22129,-0.055629,-0.0315096,0.136436,0.988584
117156331,-3.29623,1.87309,-0.230188,-0.0398315,-0.0320986,0.174086,0.983401
117190535,-3.29927,1.87262,-0.233111,-0.0358455,-0.0280383,0.140241,0.989071
117223629,-3.31019,1.86222,-0.246785,-0.0384717,-0.0154531,0.136928,0.9897131
117256749,-3.31822,1.84987,-0.256263,-0.0349125,-0.0325481,0.14395,0.988433
117290289,-3.3231,1.83368,-0.26174,-0.02439,-0.0385607,0.147459,0.988015
117325136,-3.33097,1.81627,-0.265664,0.019746,0.0531471,-0.152986,-0.9866011
117356823,-3.34119,1.79306,-0.270041,-0.0244043,-0.0194564,0.159666,0.986678
117390750,-3.34856,1.7666,-0.269193,-0.0305861,-0.00671876,0.15538,0.987358
117423604,-3.35857,1.73541,-0.273913,-0.0170266,0.0023235,0.180627,0.983402
117458127,-3.36945,1.69898,-0.27577,-0.0132647,0.0047429,0.176183,0.9842571
117490517,-3.3792,1.66038,-0.275692,-0.00630654,-0.0106501,0.163193,0.986516
117523172,-3.39435,1.61302,-0.280863,-0.0211173,-0.00179812,0.171237,0.985002
117556864,-3.40858,1.56785,-0.2828,-0.029801,0.00693843,0.155253,0.987401
117591296,-3.42135,1.51709,-0.280801,-0.0255646,0.00675965,0.155758,0.9874411
117623174,-3.43409,1.46378,-0.283038,-0.0331455,-0.00795303,0.1437,0.989034
117656980,-3.44971,1.4016,-0.28482,-0.0247168,-0.0076892,0.151405,0.988133
117689875,-3.4633,1.33542,-0.284638,-0.0236443,-0.0180398,0.159166,0.986804
117723530,-3.47714,1.26707,-0.281709,-0.0276986,-0.0193441,0.195726,0.9800761
117756294,-3.48313,1.21275,-0.288727,-0.000152155,0.0517081,-0.0791718,-0.995519
117824527,-3.5191,0.999334,-0.266393,0.281459,0.0863031,0.185146,0.9375791
117856674,-3.50391,0.953338,-0.209889,0.322503,0.297999,0.277002,0.854669
117889758,-3.51606,0.893464,-0.222635,0.125245,0.086054,0.02096,0.988165
117956535,-3.57389,0.75487,-0.253965,0.0126288,0.0271982,-0.0317573,-0.9990461
117989840,-3.58293,0.687725,-0.248871,0.0388478,0.0294799,0.029437,-0.998376
118023549,-3.60155,0.585898,-0.252419,0.00791446,0.0257729,0.0351589,-0.999018
118056619,-3.61629,0.4967,-0.25114,-0.00907672,0.0672516,0.0531209,-0.996281
118089971,-3.62774,0.418465,-0.25033,0.00543924,0.0742408,0.0739201,-0.994482
118122774,-3.64088,0.345606,-0.248066,0.0522047,0.0405823,0.13438,-0.988721
118189794,-3.66118,0.205434,-0.257053,-0.0250945,0.141718,0.124853,-0.9816811
118223892,-3.65923,0.111137,-0.211132,0.0246304,0.76288,0.0107319,0.645982
118322913,-3.71695,-0.047364,-0.273625,0.0308228,0.0337101,0.21848,-0.9747721
118356786,-3.72678,-0.104487,-0.27406,0.0359362,0.0157237,0.210177,-0.976876
118390357,-3.73685,-0.167649,-0.282941,0.0349434,0.0504068,0.23648,-0.969698
118422486,-3.74841,-0.222247,-0.285555,0.0107451,0.0308308,0.232249,-0.972108
118456799,-3.75529,-0.261803,-0.291528,0.0204509,0.0441064,0.22142,-0.9739661
118490240,-3.76373,-0.298631,-0.299018,0.018465,0.0422348,0.198551,-0.979006
118523395,-3.77403,-0.333261,-0.305272,0.0203239,0.0285245,0.198643,-0.979446
118556741,-3.77915,-0.361582,-0.309724,0.0308712,0.0431207,0.197346,-0.978899
118589422,-3.78264,-0.387847,-0.315111,0.0518758,0.056921,0.160257,-0.9840661
118623625,-3.78983,-0.40779,-0.313375,0.0161833,0.0636543,0.202858,-0.977003
118656701,-3.79125,-0.425117,-0.315044,0.0260788,0.078094,0.202339,-0.975848
118690701,-3.79689,-0.438186,-0.316675,0.0130196,0.0695167,0.207654,-0.9756421
118722917,-3.80328,-0.443669,-0.31752,0.000246833,0.0462651,0.232093,-0.971593
118756663,-3.806,-0.446077,-0.318412,0.00580376,0.0417818,0.223301,-0.973836
118790228,-3.80872,-0.445117,-0.319078,0.00482435,0.0392983,0.206448,-0.977656
118822540,-3.80779,-0.444723,-0.320983,0.0106387,0.037304,0.156047,-0.9869881
118856711,-3.81204,-0.437317,-0.321191,-0.00563975,0.0201817,0.14284,-0.989524
118890619,-3.81366,-0.42626,-0.321022,0.00110753,0.0128071,0.130223,-0.991401
118923344,-3.81201,-0.413184,-0.322293,0.0096181,0.027109,0.0983538,-0.9947361
118956732,-3.81171,-0.396348,-0.323487,0.00382419,0.036288,0.0797373,-0.996148
118990398,-3.81266,-0.375671,-0.325604,-0.000843639,0.0366453,0.0710446,-0.996799
119022810,-3.81132,-0.356119,-0.327194,0.0108091,0.0562777,0.0669374,-0.99611
119055912,-3.8096,-0.33479,-0.327259,0.00876788,0.0542562,0.0670847,-0.9962321
119090220,-3.80915,-0.311399,-0.329666,0.0121928,0.0643999,0.0530479,-0.996439
119122420,-3.80408,-0.286444,-0.333799,0.0253174,0.088245,0.0301507,-0.99532
119156635,-3.79586,-0.261279,-0.335275,0.0360159,0.129333,0.0160438,-0.9908171
119190682,-3.78914,-0.235149,-0.339673,0.03234,0.138847,-0.00316626,-0.989781
119223430,-3.78228,-0.210919,-0.339159,0.0263184,0.135612,0.00657502,-0.990391
119256192,-3.77648,-0.191883,-0.340407,0.02773,0.107961,0.0356156,-0.99313
119289988,-3.76139,-0.164899,-0.343782,0.011599,0.119588,0.0286221,-0.9923431
119322982,-3.74638,-0.136777,-0.35042,0.0327523,0.147403,0.0161316,-0.988402
119357608,-3.73115,-0.112746,-0.353972,0.0279666,0.143501,0.00772442,-0.989225
119390196,-3.70132,-0.0964548,-0.356505,-0.0246596,0.133913,-0.0255934,-0.9903561
119423250,-3.68835,-0.0736684,-0.361709,0.00599187,0.148665,-0.0216736,-0.988632
119456289,-3.66101,-0.048132,-0.367754,0.000112348,0.106471,-0.0412269,-0.993461
119490434,-3.6359,-0.0225489,-0.370454,0.0365958,0.142167,0.00254857,-0.9891631
119522215,-3.60627,-0.00207788,-0.372558,0.0403193,0.181341,-0.0206625,-0.982376
119556037,-3.5724,0.0146178,-0.375628,0.0772955,0.170726,-0.0617481,-0.980339
119589644,-3.5357,0.0349001,-0.384589,0.0466454,0.162126,-0.0261593,-0.98532
119623031,-3.49454,0.047959,-0.387358,0.0498338,0.196783,-0.0772891,-0.9761251
119656438,-3.44716,0.0482841,-0.397857,0.0767636,0.20519,-0.0368372,-0.975011
119690070,-3.41555,0.0813601,-0.392253,0.0406261,0.136718,-0.00645119,-0.989756
119722750,-3.36255,0.0954886,-0.397785,0.0555599,0.173332,-0.0251058,-0.982974
119756172,-3.30872,0.106675,-0.400802,0.0449226,0.187769,-0.0464967,-0.9800831
119789115,-3.25538,0.116682,-0.401586,0.0423595,0.192324,-0.0235009,-0.980135
119822419,-3.20065,0.130514,-0.403929,0.0489274,0.157787,-0.0236558,-0.985977
119856382,-3.13971,0.137064,-0.407707,0.0390975,0.162919,-0.0321414,-0.985341
119889140,-3.07789,0.141708,-0.410126,0.0380649,0.168259,-0.0343467,-0.984409
119922506,-3.01279,0.147908,-0.411335,0.0394193,0.186261,-0.0137247,-0.981613
119955589,-2.94281,0.153157,-0.409424,0.0452934,0.166129,-0.0159563,-0.984934
119989146,-2.87202,0.156609,-0.411776,0.0500947,0.156746,-0.0397938,-0.9855651
120022872,-2.79942,0.154903,-0.414106,0.0474019,0.163392,-0.0386876,-0.984662
120055939,-2.71688,0.156334,-0.411714,0.0574652,0.161333,-0.0459401,-0.984154
120091001,-2.63901,0.155272,-0.410911,0.0587093,0.162426,-0.0460428,-0.9838961
120122654,-2.55187,0.146595,-0.407704,-0.051831,0.129832,-0.0385195,-0.989431
120156210,-2.4717,0.153112,-0.411876,0.0122642,0.122965,-0.0321422,-0.991814
120189445,-2.29323,0.167922,-0.376384,-0.201358,0.181318,-0.417441,0.867365
120222412,-2.21514,0.102426,-0.350913,0.0428343,0.111018,0.10688,-0.9871261
120389578,-1.75108,0.0501674,-0.382524,-0.176873,0.723557,0.218541,-0.6304131
120456985,-1.6285,0.0888423,-0.397888,-0.0411176,0.102855,0.0456781,-0.992796
120488801,-1.55118,0.0639265,-0.406941,0.0473776,0.00440533,0.0127545,-0.998786
120524133,-1.42492,0.0537021,-0.414652,-0.0290009,0.0220734,-0.0277474,0.998951
120555903,-1.32526,0.0419932,-0.422253,-0.027914,0.0531473,-0.0256161,0.997868
120589721,-1.23317,0.0307086,-0.42498,-0.0103692,0.0609255,-0.0293865,0.997656
120622129,-1.13806,0.017496,-0.433659,-0.0545288,0.0763627,-0.0339887,0.995008
120657191,-1.04839,0.00348663,-0.438722,-0.0549917,0.0652469,-0.020222,0.9961481
120689606,-0.96046,-0.00545831,-0.450486,-0.0411041,0.106823,-0.0373904,0.992724
120722542,-0.878621,-0.0197225,-0.460535,-0.0349472,0.117385,-0.00507655,0.992458
120756288,-0.80578,-0.0307722,-0.471509,-0.0207549,0.142286,0.0095836,0.989562
120788787,-0.731516,-0.0436194,-0.484751,-0.0230699,0.154523,0.000420247,0.987721
120823170,-0.665881,-0.0510767,-0.496234,-0.0235835,0.162483,-0.00591984,0.986412
120855980,-0.606364,-0.0587831,-0.508771,-0.0115245,0.19977,-0.0159219,0.979646
120888837,-0.548779,-0.0681531,-0.52254,-0.0196913,0.197353,-0.0191085,0.9799491
120922957,-0.494821,-0.0772942,-0.534439,-0.0101902,0.194672,-0.0189178,0.980633
120956468,-0.450486,-0.0838002,-0.545115,-0.0182587,0.201647,-0.0164252,0.97915
120990555,-0.408722,-0.0920383,-0.557603,-0.0292943,0.187203,-0.0220676,0.9816361
121022549,-0.370972,-0.0974026,-0.571484,-0.0294219,0.155496,-0.0269701,0.98703
121056085,-0.337012,-0.103487,-0.583146,-0.0396694,0.109422,-0.0380532,0.992474
121090228,-0.30668,-0.107694,-0.596048,-0.03891,0.0988448,-0.0599432,0.992533
121122322,-0.282454,-0.111532,-0.608456,-0.0335417,0.0924662,-0.0566473,0.9935371
121156153,-0.261137,-0.117218,-0.617239,-0.0518856,0.0588019,-0.0386285,0.996172
121189624,-0.24089,-0.116635,-0.63101,-0.0498611,0.0681314,-0.063034,0.994434
121222717,-0.22326,-0.11349,-0.643974,-0.031203,0.107025,-0.121821,0.9862721
121255644,-0.210193,-0.109292,-0.654767,-0.0390156,0.0966629,-0.127774,0.98631
121289692,-0.196691,-0.104181,-0.667297,-0.0244958,0.088591,-0.131904,0.986992
121323540,-0.186392,-0.0986182,-0.680828,-0.0286902,0.0459763,-0.0915283,0.9943271
121355912,-0.175687,-0.0881234,-0.693527,-0.0180775,0.0783325,-0.118728,0.989667
121388956,-0.166587,-0.075252,-0.707935,-0.0147416,0.0568457,-0.113982,0.991746
121422136,-0.155744,-0.0609078,-0.720104,-0.0119868,0.0391308,-0.114357,0.992596
121456206,-0.147248,-0.0446788,-0.732633,-0.0112529,0.0283046,-0.0903824,0.9954411
121489681,-0.141476,-0.0315484,-0.742334,-0.0041874,-0.0284315,0.11629,-0.992799
121522850,-0.132373,-0.0115834,-0.754288,0.00689336,-0.00145183,0.122152,-0.992486
121609472,-0.124229,0.010738,-0.767283,0.00906822,0.0149809,0.117784,-0.9928851
121609899,-0.116879,0.0355706,-0.779351,0.0170506,0.0264188,0.109992,-0.993435
121623100,-0.107543,0.0628331,-0.791533,0.0160191,0.0369287,0.102508,-0.993917
121655861,-0.0978815,0.0943006,-0.804208,0.0186255,0.0435617,0.109904,-0.992812
121689198,-0.0870377,0.129629,-0.816281,0.0131319,0.0522246,0.114394,-0.991975
121723498,-0.0759775,0.166985,-0.827792,0.00763801,0.0674358,0.118046,-0.9906861
121756092,-0.063905,0.201254,-0.840409,0.0216544,0.0681809,0.0960847,-0.992799
121789297,-0.0519211,0.240587,-0.851475,0.0208084,0.0639706,0.0750849,-0.994906
121855502,-0.0644802,0.232907,-0.841938,-0.559675,-0.00784691,0.543386,-0.6256471
121889645,-0.00379248,0.35932,-0.885857,0.0273522,0.0990398,0.00180753,-0.994706
121923532,0.00118481,0.386084,-0.892151,0.0124551,0.0507019,-0.00815781,-0.998603
121956475,0.0166609,0.433073,-0.906134,0.0160469,0.0569304,-0.0334515,-0.9976891
121989977,0.0393268,0.459874,-0.919368,-0.0290951,0.0523965,-0.0892984,0.9942
122021867,0.0510569,0.504789,-0.925384,0.0145906,0.0738982,0.0205761,0.996947
122055745,0.0694452,0.536925,-0.933674,0.0157618,0.0449411,0.0965602,0.994187
122088769,0.0856239,0.587461,-0.948781,-0.0228005,0.0186458,0.0342094,0.9989811
122122019,0.101238,0.627429,-0.957729,0.0423835,-0.00446005,0.103559,0.99371
122155910,0.118817,0.66034,-0.961178,0.014468,0.0360293,-0.0444296,-0.998258
122189616,0.135687,0.70006,-0.971965,-0.0321584,0.0091191,0.0575156,0.9977851
122223382,0.151234,0.735222,-0.976768,-0.0154642,0.0357797,0.100947,0.994128
122255797,0.176182,0.754762,-0.984773,-0.0159364,0.0441955,0.0431647,0.997963
122289708,0.190165,0.787203,-0.986484,-0.0264181,0.00378239,0.0215098,0.9994121
122322354,0.204788,0.813986,-0.984941,0.0239091,-0.00635298,0.0540738,0.99823
122355307,0.252684,0.839796,-0.981578,0.132413,0.0981156,0.228352,0.959529
122389058,0.232859,0.860386,-0.992847,0.0328817,0.0349955,0.148274,0.98778
122422710,0.251929,0.895078,-0.991883,-0.018912,-0.0194779,0.102029,0.9944111
122455522,0.26891,0.914727,-0.993213,-0.0194437,-0.0226209,0.0940284,0.995123
122488703,0.286968,0.927562,-0.993117,-0.00557067,-0.000598559,0.0986902,0.995102
122521984,0.30026,0.946044,-0.992372,-0.0226712,-0.00821015,0.0935462,0.995323
122555564,0.315897,0.957593,-0.991055,-0.0303451,-0.00561514,0.0883622,0.995611
122589162,0.330563,0.968248,-0.988786,-0.0236452,-0.00996903,0.0848381,0.996064
122622520,0.345667,0.979858,-0.985285,-0.0253538,-0.01553,0.0758367,0.996677
122655736,0.360223,0.985266,-0.981526,0.0360652,0.0264866,-0.0707462,-0.996491
122689926,0.375331,0.987282,-0.977523,0.0328877,0.0285768,-0.0660719,-0.996863
122723033,0.389021,0.991594,-0.973016,-0.0160222,-0.0161229,0.0595809,0.997965
122755419,0.40182,0.995281,-0.969297,-0.0340769,0.000875167,0.0651119,0.997296
122788922,0.417529,0.987442,-0.965084,-0.0203207,0.00169717,0.0540429,0.998331
122823041,0.430546,0.99084,-0.959428,-0.0116001,-0.0123597,0.0540523,0.998394
122855341,0.443498,0.985795,-0.954264,0.0192848,0.0163828,-0.0348108,-0.999074
122888241,0.456722,0.980508,-0.949092,-0.00372974,0.0120759,0.0322015,0.999402
122922975,0.469231,0.975108,-0.946607,0.015549,0.0416475,0.02181,0.9987731
122955703,0.480526,0.968836,-0.943647,0.0204017,0.0230249,0.0454075,0.998495
122989011,0.493959,0.962004,-0.938663,-0.0590124,0.0390818,0.00445001,0.997482
123022756,0.505,0.957364,-0.937721,-0.0525475,0.0515562,0.0278558,0.996898
123055162,0.51725,0.946202,-0.93663,-0.0471411,0.0523387,0.0427409,0.99661
123088992,0.529716,0.93419,-0.935648,-0.064217,0.0282024,0.0286258,0.997127
123122805,0.542123,0.918242,-0.933131,-0.0589797,0.0467218,0.0709999,0.994634
123155167,0.554519,0.905925,-0.93474,-0.110989,0.0672429,0.0628914,0.9895481
123189602,0.564477,0.897628,-0.934188,-0.0646961,0.0392429,0.0999906,0.992107
